id,family,name,address,areaCode,zrea,category,catCode,country,email,URLIcono,long,lat,state,town,emtParking,type
31,001,Miguel Yuste,C/ Miguel Yuste s/n,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.62371,40.43733,Spain,Madrid,False,Aparcamiento
32,001,Plaza de Oriente,"Plaza de Oriente, 1",,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.71305556,40.42000000,Spain,Madrid,False,Aparcamiento
33,001,Presidente Carmona,Avda. Presidente Carmona,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.697261,40.4541445,Spain,Madrid,False,Aparcamiento
35,001,Reyes Magos,Plaza Reyes Magos,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.6759568,40.4089554,Spain,Madrid,False,Aparcamiento
36,001,San Cayetano,Plaza San Cayetano,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.670343,40.434403,Spain,Madrid,False,Aparcamiento
37,001,Sánchez Bustillo,C/ Sánchez Bustillo,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.6933423,40.4088597,Spain,Madrid,False,Aparcamiento
39,001,Serrano II,C/ Serrano entre Ortega y Gasset y Hermosilla,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.68715,40.42865,Spain,Madrid,False,Aparcamiento
40,001,Serrano III,C/ Serrano entre Jorge Juan y Pza. Independencia,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.6884056,40.4197583,Spain,Madrid,False,Aparcamiento
41,001,Sevilla,C/ Sevilla y C/ Alcalá,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.6992503,40.418054,Spain,Madrid,False,Aparcamiento
42,001,Velázquez Ayala,C/ Velázquez ( y C/ Ayala),,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.68379,40.42761,Spain,Madrid,False,Aparcamiento
43,001,Velázquez Jorge Juan,C/ Velázquez ( y C/ Jorge Juan),,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.6771486,40.4234377,Spain,Madrid,False,Aparcamiento
44,001,Verdaguer y García,C/ Verdaguer y García,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.6546779,40.4403579,Spain,Madrid,False,Aparcamiento
45,001,Auditorio,C/ Príncipe de Vergara (Junto Auditorio),,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.6801218,40.4229427,Spain,Madrid,False,Aparcamiento
46,001,Cortes,Plaza de las Cortes,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.6958823,40.4156855,Spain,Madrid,False,Aparcamiento
47,001,Fernández Shaw,C/ Carlos y Guillermo Fernández Shaw,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.668314,40.4043224,Spain,Madrid,False,Aparcamiento
49,001,Montalbán,C/ Montalbán (entre C/ Alfonso XI y Pº Prado),28014 ,Madrid,General,001 ,España,montalban@emtmadrid.es,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.690707,40.418161,España,Madrid,True,Aparcamiento
50,001,Mostenses,Plaza Mostenses y C/ Ricardo León,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.7089974,40.4235602,Spain,Madrid,False,Aparcamiento
51,001,Museo de la ciudad,"C/ Príncipe de Vergara, 152 ( y C/ Pechuán )",,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.6779271,40.4474968,Spain,Madrid,False,Aparcamiento
52,001,Olavide,Plaza de Olavide,,Madrid,General,001 ,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.7010275,40.4326973,España,Madrid,True,Aparcamiento
53,001,Plaza de España,Plaza de España,28008 ,Madrid,General,001 ,España,plaza.de.espana@emtmadrid.es,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.711583,40.423636,España,Madrid,True,Aparcamiento
54,001,Plaza del Rey,Plaza del Rey ( y C/ Barquillo C/V C/ Infantas),,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.6963131,40.4200305,Spain,Madrid,False,Aparcamiento
55,001,Plaza Mayor,Plaza Mayor,,Madrid,General,001 ,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.7066676,40.4152721,España,Madrid,True,Aparcamiento
57,001,San Epifanio,"C/ San Epifanio, 7",28005 ,Madrid,General,001 ,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_elec_p.png,-3.718745,40.401317,España,Madrid,True,Aparcamiento
58,001,Velázquez Juan Bravo,C/ Velázquez ( y C/ Juán Bravo),,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.6834,40.4321,Spain,Madrid,False,Aparcamiento
60,001,Díaz Porlier,"C/Diego de León,64(Príncipe de Vergara-Cde. Peñalver)",,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.675167,40.4345198,Spain,Madrid,False,Aparcamiento
61,001,República Dominicana,Pza Rep Dominicana C/Costa Rica y C/Alberto Alcocer,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.67647,40.45869,Spain,Madrid,False,Aparcamiento
62,001,Serrano I,C/Serrano entre Hnos. Becquer y Marq. de Villamejor,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.6872468,40.4359971,Spain,Madrid,False,Aparcamiento
63,001,Marqués de Urquijo,Marq de Urquijo(entre C/Princesa y J. Álv. Mendiz.,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.7188502,40.4298028,Spain,Madrid,False,Aparcamiento
64,001,Puerta Toledo,Glorieta Puerta Toledo C/V Cptan. Salazar Martínez,,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.7110512,40.407036,Spain,Madrid,False,Aparcamiento
67,001,Villa de París,Plaza Villa de París,28004 ,Madrid,General,001 ,España,villa.de.paris@emtmadrid.es,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.692336,40.42510,España,Madrid,True,Aparcamiento
68,001,Garaje Centro,"C/ Relatores, 11",28012 ,Madrid,General,001 ,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.703171,40.413030,Spain,Madrid,False,Aparcamiento
69,001,Barceló,"C/ Barceló, s/n",,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.700366   ,40.426438  ,España,Madrid,True,Aparcamiento
71,001,Pedro Zerolo,"Plaza Pedro Zerolo, s/n",28004 ,Madrid,General,001,España,pedro.zerolo@emtmadrid.es,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.699282,40.420653,España,Madrid,True,Aparcamiento
73,001,Agustín Lara,Plaza Arturo Barea,28012 ,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.703414,40.408628,España,Madrid,True,Aparcamiento
74,001,Fuente de la Mora,"Av. de Manoteras, 1D",28050 ,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.663501,40.484395,España,Madrid,True,Aparcamiento
75,001,GARAJE AMPARO,CALLE AMPARO,28012 ,MADRID,General,001,ESPAÑA,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.701445,40.407933,ESPAÑA,MADRID,False,Aparcamiento
76,001,Pitis,"Calle Gloria Fuertes, 191",28035 ,Madrid,General,001,España,aparcamientos@emtmadrid.es,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.723984502,40.4965580,España,Madrid,True,Aparcamiento
77,001,PLAZA DE SANTA ANA,PZA. DE SANTA ANA,28014 ,MADRID,General,001,ESPAÑA,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.700645,40.414533,ESPAÑA,MADRID,False,Aparcamiento
78,001,Islazul,"Calle Calderilla, 1",28054 ,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.738932785,40.364416188,España,Madrid,True,Aparcamiento
79,001,Aviación Española,"Calle Fuente de Lima, 2",28024 ,Madrid,General,001,España,aparcamientos@emtmadrid.es,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.783541162,40.383721163,España,Madrid,True,Aparcamiento
80,001,Wanda Metropolitano,"Avda. Arcentales, 39",28022 ,Madrid,General,001,España,aparcamientos@emtmadrid.es,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.60067257,40.4335587,España,Madrid,True,Aparcamiento
81,001,Paseo Artilleros 360,"San Cipriano, 3",28032 ,Madrid,General,001,España,aparcamientos@emtmadrid.es,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.60913450,40.4046325,España,Madrid,True,Aparcamiento
82,001,Altamiras,"C/ Fco Altimiras, 4
",,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.663694,40.433787,España,Madrid,True,Aparcamiento
84,001,Evira,"C/ Elvira, 42
",,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.665728,40.420947,España,Madrid,True,Aparcamiento
85,001,Ginzo de Limia,"C/ Ginzo de Limia, 66
",,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.707068,40.484704,España,Madrid,True,Aparcamiento
86,001,La Latina,Calle de Toledo,28005 ,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.710914,40.408782,España,Madrid,False,Aparcamiento
87,001,Pradillo II,"C/ Pradillo, 31
",,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.671122,40.449119,España,Madrid,True,Aparcamiento
88,001,BARCO 1,Calle Barco,28004 ,MADRID,General,001,ESPAÑA,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.702918,40.421107,ESPAÑA,MADRID,False,Aparcamiento
89,001,GRAVINA 21,Calle Gravina,28004 ,MADRID,General,001,ESPAÑA,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.696436,40.422704,ESPAÑA,MADRID,False,Aparcamiento
90,001,Samaranch,"C/ Paseo Imperial, 18
",,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.718239,40.408244,España,Madrid,True,Aparcamiento
91,001,Aparcamiento Escuelas de San Anton,SANTA BRIGIDA ,28004 ,MADRID,General,001,ESPAÑA,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.699445,40.424419,ESPAÑA,MADRID,False,Aparcamiento
92,001,El Corte Inglés Callao,Plaza de Callao,28013 ,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.7055168,40.4197702,España,Madrid,False,Aparcamiento
93,001,El Corte Inglés Preciados,Calle Preciados,28013 ,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.7048936,40.4182355,España,Madrid,False,Aparcamiento
94,001,MERCADO SAN ANTON,LIBERTAD,28004 ,MADRID,General,001,ESPAÑA,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.697468,40.421693,ESPAÑA,MADRID,False,Aparcamiento
95,001,Colón,"Plaza de Colón, s/n
",,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.689574,40.424419,España,Madrid,True,Aparcamiento
96,001,GARAJE PIAMONTE,PIAMONTE,28004 ,MADRID,General,001,ESPAÑA,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.694675,40.423050,ESPAÑA,MADRID,False,Aparcamiento
97,001,PARKING VOT,Ventosa,28005 ,MADRID,General,001,ESPAÑA,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.714779,40.408671,ESPAÑA,MADRID,False,Aparcamiento
98,001,ISABEL LA CATOLICA,Calle de Isabel la Católica,28007 ,MADRID,General,001,ESPAÑA,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.709122,40.421829,ESPAÑA,MADRID,False,Aparcamiento
99,001,Museo de la ciudad,"c/ Cartagena 178
",,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.677665,40.444212,España,Madrid,True,Aparcamiento
101,001,SANTO DOMINGO,Plaza de Santo Domingo,28013 ,Madrid,General,001,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.77087154,40.4197986,Spain,Madrid,False,Aparcamiento
102,001,Luna - Tudescos,TUDESCOS,28004 ,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.705773,40.421059,España,Madrid,False,Aparcamiento
103,001,Plaza de las Cortes,Plaza de las Cortes,28012 ,Madrid,General,001,España,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.695354,40.41562,España,Madrid,False,Aparcamiento
501,001,Mercado de la Cebada,Plaza de la Cebada s/n,28005 ,Madrid,General,001,Spain,,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.709082,40.410490,Spain,Madrid,False,Aparcamiento
1239,001,Hub de Movilidad Canalejas 360,"Calle de Alcalá, 17",28014 ,Madrid,General,001,España,aparcamientos@emtmadrid.es,https://servicios.emtmadrid.es:8443/InfoParking/iconos/IconosCuadradosPico/aparcamiento_p.png,-3.699137,40.417901,España,Madrid,True,Aparcamiento
