ID,Titulo,Fecha de Inicio,Fecha de Finalizacion,Descripción,Organizadores,Enlace web evento,Telefono,Nombre del sitio,Codigo postal,Nombre del Municipio,Localización organizadores,Enlace web organizadores,Codigo municipio,Duracion (h),Comarca,Dias,Categoria,Dirección,Codigo comarca,Localizacion evento,Tlfn Asistencia,Tlfn Aforamiento fax,Inscripcion,URL municipio,Codigo URL municipio,Foto organizador,Foto evento,Censo,Precio,Aforo,Etiquetas,Tipo,Anuncio
688f26b5c763922b3f7ae165,Navegant sota les estrelles,2025-07-01,2026-07-01,"Navega pel Mediterrani i descobreix els secrets del cosmos en una experiència única que uneix astronomia, història i mar.",Costabella Sailing Events,https://www.barcelonaesmoltmes.cat/-/navegant-sota-les-estrelles,667442523,"Al mar, a la costa de Barcelona (Port Olímpic sortida i arribada)",08005,https://www.wikidata.org/wiki/Q1492,"41.3878900,2.1994000",https://costabellasailing.com/,08019,13,https://www.wikidata.org/wiki/Q15348,8,Activitat,"Pl. St. Jaume, 1, 08002 Barcelona",08002,"41.3825919,2.177333",934027000,933170139,,https://www.barcelona.cat,P0801900B,https://media.diba.cat/diba/municipis/img/escuts/ec08019.png,https://media.diba.cat/diba/municipis/img/vistes/vista08019.jpg,1702547,101.35,4,Barcelonès;Estrelles;En família;Barcelona;Nàutic;Costa Barcelona,Activitat pagament,"Navegant sota les Estrelles és una experiència singular que uneix astronomia, història i navegació en un entorn exclusiu. Comença amb una immersió en Realitat Virtual per reviure com els antics mariners es guiaven pel cel estrellat.\<br/\>Al capvespre, salpem en un vaixell, guiats per astrònoms que ens descobriran constel·lacions i mites celestes.\<br/\>Amb grups reduïts, gaudiràs d’una vetllada íntima i relaxada, on el mar, el silenci i els estels t’acompanyen en un viatge a través del temps i l’espai."
688f26b5c763922b3f7ae166,Sitgestiu 2025,2025-07-01,2025-08-31,"Descobreix Sitgestiu, el festival que omple Sitges de cultura, música i emoció durant els mesos d’estiu.",https://www.wikidata.org/wiki/Q3328423,https://www.barcelonaesmoltmes.cat/-/sitgestiu-2025,938940364,https://www.wikidata.org/wiki/Q3328423,08870,https://www.wikidata.org/wiki/Q15551,"41.2355594,1.8127358",https://www.sitgesanytime.com/ca/actualitat/agenda/pln330/sitgestiu-museus-sitges-estiu-cultura,08270,17,https://www.wikidata.org/wiki/Q15354,8,Activitat,"Pl. Ajuntament, s/n, 08870 Sitges",08870,"41.2352175,1.8117386",938117600,938948803,ajuntament@sitges.cat,https://www.sitges.cat,P0827000A,https://media.diba.cat/diba/municipis/img/escuts/ec08270.png,https://media.diba.cat/diba/municipis/img/vistes/vista08270.jpg,32405,43.85,10,Garraf;Cultura i tradicions;Sitges;Costa Barcelona,Activitat pagament,"Des de principis de juliol fins a finals d’agost, la vila es converteix en un gran escenari on la història, l’art i la gastronomia es donen la mà per oferir experiències úniques.\<br/\>Gaudeix de concerts a l’aire lliure amb vistes al mar, rutes nocturnes per edificis modernistes, visites guiades a espais emblemàtics com el Cau Ferrat i el Palau de Maricel, i activitats sensorials o tastos de vins i caves de la regió. A més, el cinema a la fresca i els tallers familiars fan de Sitgestiu una proposta ideal per a totes les edats. Vine a Sitges aquest estiu i deixa’t seduir per la màgia d’un patrimoni viu, una programació variada i un entorn incomparable a la vora del Mediterrani.\<br/\>"
688f26b5c763922b3f7ae167,L\'antiga farmàcia Balvey,2025-08-15,2025-08-17,"Amb motiu de la festa major, el Museu de Cardedeu ofereix visites guiades gratuïtes a l\'antiga farmàcia Balvey amb mobiliari original de 1780 i més de 200 pots de ceràmica de 1827 i a la resta de col·leccions.",Museu Arxiu Tomàs Balvey Cardedeu,https://www.barcelonaesmoltmes.cat/-/entrada-gratu%C3%AFta-i-visita-guiada-1,938713070,https://www.wikidata.org/wiki/Q3816577,08440,https://www.wikidata.org/wiki/Q15406,"41.6379100,2.3547630",http://www.museudecardedeu.cat,08046,41,https://www.wikidata.org/wiki/Q14303,8,Activitat,"Pl. St. Joan, 1, 08440 Cardedeu",08440,"41.6380346,2.3544621",938444004,938711477,cardedeu@cardedeu.cat,https://www.cardedeu.cat,P0804500G,https://media.diba.cat/diba/municipis/img/escuts/ec08046.png,https://media.diba.cat/diba/municipis/img/vistes/vista08046.jpg,19064,12.1,193,Vallès Oriental;Festes d\'estiu;Cultura i tradicions;Cardedeu;Museus i monuments,Activitat gratuïta,"Entrada gratuïta dissabte 16 i diumenge 17 d’agost. \<br/\>Coincidint amb el primer cap de setmana de mes, l’entrada al museu és gratuïta.\<br/\>\<br/\>Visita guiada diumenge 17 d\'agost a les 12h. \<br/\>Coneix el passat i present de Cardedeu i una de les farmàcies rurals més antigues d’Europa.\<br/\>\<br/\>Durada: 45’\<br/\>\<br/\>Cal reserva prèvia.\<br/\>\<br/\>Durada: 45’\<br/\>"
688f26b5c763922b3f7ae168,Entrada gratuïta i visita guiada,2025-08-02,2025-08-03,Entrada gratuïta dissabte i diumenge 2 i 3 d\'agost i visita guiada diumenge 3 d\'agost a les 12h,Museu Arxiu Tomàs Balvey Cardedeu,https://www.barcelonaesmoltmes.cat/-/entrada-gratu%C3%AFta-i-visita-guiada,938713070,https://www.wikidata.org/wiki/Q3816577,08440,https://www.wikidata.org/wiki/Q15406,"41.6379100,2.3547630",http://www.museudecardedeu.cat,08046,41,https://www.wikidata.org/wiki/Q14303,8,Activitat,"Pl. St. Joan, 1, 08440 Cardedeu",08440,"41.6380346,2.3544621",938444004,938711477,cardedeu@cardedeu.cat,https://www.cardedeu.cat,P0804500G,https://media.diba.cat/diba/municipis/img/escuts/ec08046.png,https://media.diba.cat/diba/municipis/img/vistes/vista08046.jpg,19064,12.1,193,Vallès Oriental;Festes d\'estiu;Cultura i tradicions;Cardedeu;Museus i monuments,Activitat gratuïta,"Entrada gratuïta dissabte 3 i diumenge 4 d’agost. \<br/\>Coincidint amb el primer cap de setmana de mes, l’entrada al museu és gratuïta.\<br/\>\<br/\>Visita guiada diumenge 3 d\'agost a les 12h. \<br/\>Coneix el passat i present de Cardedeu i una de les farmàcies rurals més antigues d’Europa.\<br/\>\<br/\>Durada: 45’\<br/\>"
688f26b5c763922b3f7ae169,Nit de llegendes al monestir,2025-08-02,2025-08-30,"Visita guiada on descobriràs la història, les llegendes i els éssers màgics que amaga el Monestir de Sant Cugat.",https://www.wikidata.org/wiki/Q27179265,https://www.barcelonaesmoltmes.cat/-/visita-guiada-nit-de-llegendes-al-monestir-,936759952,Oficina de Turisme de Sant Cugat,08172,https://www.wikidata.org/wiki/Q13936,"41.4737000,2.0844000",https://visit.santcugat.cat/nit-de-llegendes-al-monestir-de-sant-cugat/,08205,40,https://www.wikidata.org/wiki/Q13948,8,Activitat,"Pl. de la Vila, 1, 08172 Sant Cugat del Vallès",08172,"41.4709540,2.0849868",935657000,936755406,bustiaciutadana@santcugat.cat,https://www.santcugat.cat,P0820400J,https://media.diba.cat/diba/municipis/img/escuts/ec08205.png,https://media.diba.cat/diba/municipis/img/vistes/vista08205.jpg,98621,48.23,124,Vallès Occidental;Cultura i tradicions;Sant Cugat del Vallès;Visites guiades;Costa Barcelona,Activitat pagament,"\<p\>A porta tancada descobriràs la història, les llegendes i els éssers màgics que amaga el Monestir de Sant Cugat. En una atmosfera de misteri parlarem de la vida i la mort, del bé i del mal, de la cultura pagana i cristiana.\</p\>"
688f26b5c763922b3f7ae16a,Els camins de l\'aigua,2025-06-13,2025-11-23,Exposició temporal a la planta baixa del museu.,Museu Arxiu Tomàs Balvey Cardedeu,https://www.barcelonaesmoltmes.cat/-/els-camins-de-l-aigua,938713070,https://www.wikidata.org/wiki/Q3816577,08440,https://www.wikidata.org/wiki/Q15406,"41.6379100,2.3547630",http://www.museudecardedeu.cat,08046,41,https://www.wikidata.org/wiki/Q14303,8,Activitat,"Pl. St. Joan, 1, 08440 Cardedeu",08440,"41.6380346,2.3544621",938444004,938711477,cardedeu@cardedeu.cat,https://www.cardedeu.cat,P0804500G,https://media.diba.cat/diba/municipis/img/escuts/ec08046.png,https://media.diba.cat/diba/municipis/img/vistes/vista08046.jpg,19064,12.1,193,Vallès Oriental;Festes d\'estiu;Cultura i tradicions;Cardedeu;Museus i monuments,Activitat gratuïta,Sense aigua no hi ha vida i la seva presència ens ha fet evolucionar al llarg de la història.\<br/\>A partir de les col·leccions del Museu coneixerem com ha estat d’important l’aigua a Cardedeu i com ha marcat el creixement i l’evolució del municipi fins a dia d’avui.\<br/\>
688f26b5c763922b3f7ae16b,Caldesflor,2025-06-20,2025-06-22,Corpus a Caldes de Montbui té nom propi. Caldesflor és una exposició i un concurs de catifes al nucli antic de la vila termal. Una festa per viure i gaudir de la tradició i l\'art!,Museu Arxiu Tomàs Balvey Cardedeu,https://www.barcelonaesmoltmes.cat/-/caldesflor,,https://www.wikidata.org/wiki/Q3816577,,https://www.wikidata.org/wiki/Q15400,"41.6320979,2.1639685",https://www.caldesdemontbui.cat/actualitat/agenda/caldesflor-corpus2025.html#,08033,41,https://www.wikidata.org/wiki/Q14303,8,Activitat,"Pl. de la Font de Lleó, 11, 08140 Caldes de Montbui",08140,"41.6322650,2.1676442",938655656,938655657,caldesm@caldesdemontbui.cat,https://www.caldesdemontbui.cat,P0803300C,https://media.diba.cat/diba/municipis/img/escuts/ec08033.png,https://media.diba.cat/diba/municipis/img/vistes/vista08033.jpg,18336,37.45,203,Vallès Oriental;Corpus;TOP;000.NO MOSTRAR;Cultura i tradicions;En família;Caldes de Montbui;Festa popular;Cultura;Curiós;Costa Barcelona,,"\<p\>A diferència d\'altres festes de Corpus, Caldesflor de Caldes de Montbui permet crear les catifes no només amb elements naturals. Entitats, \<strong\>col·lectius i artistes reconeguts \</strong\>de la vila termal són els encarregats d\'elaborar les catifes que participen a un concurs. Tampoc hi falten una \<strong\>mostra floral\</strong\> al nucli antic, que decora edificis destacats com les termes romanes, ni les exhibicions de cultura popular. Viu una festa que barreja religió, tradició i art!\</p\>"
688f26b5c763922b3f7ae16c,Corpus de Sitges,2025-06-20,2025-06-29,El diumenge de Corpus els carrers del centre de la vila es lleven coberts per catifes de flors.,Museu Arxiu Tomàs Balvey Cardedeu,https://www.barcelonaesmoltmes.cat/-/corpus-de-sitges,,https://www.wikidata.org/wiki/Q3816577,,https://www.wikidata.org/wiki/Q15551,"41.2385938,1.7938492",https://www.sitgesanytime.com/ca/pl355/explora/festes-d-interes/id41/corpus.htm,08270,17,https://www.wikidata.org/wiki/Q15354,8,Activitat,"Pl. Ajuntament, s/n, 08870 Sitges",08870,"41.2352175,1.8117386",938117600,938948803,ajuntament@sitges.cat,https://www.sitges.cat,P0827000A,https://media.diba.cat/diba/municipis/img/escuts/ec08270.png,https://media.diba.cat/diba/municipis/img/vistes/vista08270.jpg,32405,43.85,10,Garraf;Corpus;TOP;000.NO MOSTRAR;Cultura i tradicions;En família;Sitges;En família;Cultura;Curiós;Festa popular;Costa Barcelona,,"\<p\>El diumenge de Corpus els carrers de Sitges es guarneixen amb catifes de flors. Els veïns comencen a treballar la nit anterior per tal que el centre del poble despertin coberts de flors. A la tarda, les catifes serveixen de guia i són trepitjades per la processó religiosa encapçalada pels gegants de la vila.\</p\>"
688f26b5c763922b3f7ae16d,Enramades de Sallent,2025-06-19,2025-06-23,"La vigília de Corpus, Sallent es transforma. Els carrers s\'engalanen amb tot tipus de materials per presidir els actes de les Enramades.",Museu Arxiu Tomàs Balvey Cardedeu,https://www.barcelonaesmoltmes.cat/-/enramades-de-sallent,,https://www.wikidata.org/wiki/Q3816577,,https://www.wikidata.org/wiki/Q16728,"41.8281486,1.8931679",http://www.sallentturisme.cat,08191,7,https://www.wikidata.org/wiki/Q15346,8,Activitat,"Torres Amat, 26, 08650 Sallent",08650,"41.8238778,1.8950035",938370200,938206160,sallent@sallent.cat,https://www.sallent.cat,P0819000A,https://media.diba.cat/diba/municipis/img/escuts/ec08191.png,https://media.diba.cat/diba/municipis/img/vistes/vista08191.jpg,6927,65.22,275,Bages;Corpus;TOP;000.NO MOSTRAR;Cultura i tradicions;En família;Sallent;Festa popular;En família;Cultura;Curiós;Paisatges Barcelona,,"\<p\>Si el dimecres de Corpus al vespre passeges per Sallent, viuràs de ple l\'essència de les Enramades. Els veïns del poble surten a engalanar els carrers amb les \<strong\>creacions que han preparat durant mesos\</strong\>. És una tradició amb\<strong\> 600 anys d\'història\</strong\> que llavors es feia per rebre la processó de Corpus. Ara és més una festa laica que recorda una celebració centenària. I si el dimecres no t\'hi pots acostar, no et preocupis. Trobaràs els carrers engalanats durant cinc dies! \</p\> \<p\> \</p\>"
688f26b5c763922b3f7ae16e,Sant Miquel del Fai,2025-01-25,2029-12-31,Vine a visitar aquest espectacular conjunt monumental on la força de l’aigua ha conformat un paisatge geològic únic i singular.,https://www.wikidata.org/wiki/Q1607008,https://www.barcelonaesmoltmes.cat/-/sant-miquel-del-fai,,Sant Miquel del Fai. Espai Natural dels Cingles de Bertí,08416,https://www.wikidata.org/wiki/Q15398,"41.7162033,2.1906151",https://parcs.diba.cat/web/cinglesberti/reserves-sant-miquel-del-fai,08023,41,https://www.wikidata.org/wiki/Q14303,8,Activitat,"Avinguda Prat de la Riba, 167, 08415 Bigues i Riells del Fai",08415,"41.6685629,2.2224848",938656225,938656375,ajuntament@biguesiriells.cat,https://www.biguesiriells.cat,P0802300D,https://media.diba.cat/diba/municipis/img/escuts/ec08023.png,https://media.diba.cat/diba/municipis/img/vistes/vista08023.jpg,10036,28.64,280,Vallès Oriental;Moianès;Cultura i tradicions;Natura;Bigues i Riells;Museus i monuments;Visites guiades;Senderisme,Activitat gratuïta,"\<p\>Us donem la benvinguda a Sant Miquel del Fai, un espai on la natura i la cultura van de bracet. En aquest conjunt monumental, la força de l’aigua ha conformat un paisatge geològic únic i singular, i el pes de la història hi ha deixat una empremta fascinant. Durant la vostra visita podreu gaudir d’una exposició, un audiovisual i un itinerari senyalitzat que us permetran endinsar-vos en aquest entorn privilegiat. Aquest itinerari inclou la majoria dels punts d\'interès, si bé alguns encara no es poden visitar per motius de seguretat, com són les coves, i ara s\'arriba només fins al salt del Tenes.\</p\>"
688f26b5c763922b3f7ae16f,Corpus a la Garriga,2025-06-19,2025-06-22,"Si et lleves a la Garriga, obres la finestra i l\'habitació s\'impregna d\'olor de flors, només vol dir una cosa: és Corpus! No et perdis aquesta mostra d\'art efímer!",https://www.wikidata.org/wiki/Q1607008,https://www.barcelonaesmoltmes.cat/-/corpus-a-la-garriga,,Sant Miquel del Fai. Espai Natural dels Cingles de Bertí,,https://www.wikidata.org/wiki/Q15415,"41.6848780,2.2799138",https://www.corpuslagarriga.org/,08088,41,https://www.wikidata.org/wiki/Q14303,8,Activitat,"Pl. Església, 2, 08530 Garriga",08530,"41.6852537,2.2857461",938605050,938718281,oac@ajlagarriga.cat,https://www.lagarriga.cat,P0808700I,https://media.diba.cat/diba/municipis/img/escuts/ec08088.png,https://media.diba.cat/diba/municipis/img/vistes/vista08088.jpg,17305,18.8,252,"Vallès Oriental;Corpus;TOP;000.NO MOSTRAR;Cultura i tradicions;En família;Garriga, La;Festa popular;En família;Cultura;Curiós;Costa Barcelona",,"\<p\>El \<strong\>clavell\</strong\> és el rei de la festa de Corpus a la Garriga, però també s\'utilitzen altres elements naturals per \<strong\>confeccionar les tradicionals catifes de flors.\</strong\> Unes mostres d\'art efímer que deixen la Garriga ben engalanada. Si hi vas al matí, podràs ajudar a fer-les. Si ets dels que prefereixes dormir els diumenges, no et preocupis, a la tarda podràs gaudir de totes les creacions acabades. I, si t\'esperes fins que es faci fosc, anima\'t i participa en la processó amb la posterior \<strong\>guerra de clavells\</strong\>!\</p\>"
688f26b5c763922b3f7ae170,"Click-art. Jocs, Fantasia i Teatre al carrer",2025-07-04,2025-08-24,Vine a gaudir de la nova exposició temporal del Museu de Viladecans a la Sala d\'exposicions de la primera planta de Ca n\'Amat. La inauguració serà divendres 4 de juliol a les 19:00h.,Museu de Viladecans,https://www.barcelonaesmoltmes.cat/-/click-art.-jocs-fantasia-i-teatre-al-carrer,935190809,Ca n\'Amat,08840,https://www.wikidata.org/wiki/Q15652,"41.3168250,2.0198230",https://www.viladecans.cat/ca,08301,11,https://www.wikidata.org/wiki/Q15351,8,Activitat,"Jaume Abril, 2, 08840 Viladecans",08840,"41.3160278,2.0200814",936351800,936370402,alcalde@viladecans.cat,https://www.viladecans.cat,P0830200B,https://media.diba.cat/diba/municipis/img/escuts/ec08301.png,https://media.diba.cat/diba/municipis/img/vistes/vista08301.jpg,67348,20.4,18,Baix Llobregat;Cultura i tradicions;En família;Viladecans;Infantil;Museus i monuments;Festes populars,Activitat gratuïta,"El Museu de Viladecans se suma a la celebració del Teatre al carrer convidant-nos a la seva nova exposició temporal on es combinaran diorames de Playmobil, imatges i obres d\'art vinculades al famós festival de teatre del municipi."
688f26b5c763922b3f7ae171,Joc del Memory de Papallones,2025-07-15,2025-07-15,Preparats per a un repte divertit i emocionant? Us convidem a conèixer el jardí de papallones de la Culla i participar en el repte del Memory de Papallones.,Parc de la Séquia,https://www.barcelonaesmoltmes.cat/-/joc-del-memory-de-papallones-,938772231,Casa de la Culla,08242,https://www.wikidata.org/wiki/Q16697,"41.7201582,1.8398236",https://www.parcdelasequia.cat/events/joc-del-memory-de-papallones/,08113,7,https://www.wikidata.org/wiki/Q15346,8,Activitat,"Pl. Major, 1, 08241 Manresa",08241,"41.7233842,1.8270111",938782300,938782303,ajt@ajmanresa.cat,https://www.manresa.cat,P0811200E,https://media.diba.cat/diba/municipis/img/escuts/ec08113.png,https://media.diba.cat/diba/municipis/img/vistes/vista08113.jpg,80201,41.65,238,Bages;En família;Manresa;Infantil,Activitat pagament,"I la diversió no s\'acaba aquí! Per completar l\'experiència, farem una visita especial al Jardí de les Papallones, on podrem identificar en viu i en directe les mateixes papallones que haurem descobert durant el joc. Una oportunitat perfecta per millorar la memòria visual, aprendre sobre aquests fascinants insectes mentre ens divertim! \<br/\>\<br/\>Promoció: 3x4 en tallers familiars aquest estiu. Vine a 3 tallers i el 4rt et sortirà gratuït!"
688f26b5c763922b3f7ae172,La Patum,2025-06-17,2025-06-22,"A la Patum conflueixen instants de misteri, d\'alegria, de passió, de goig... Explicar què és resulta difícil. S\'ha de viure. T\'animes a experimentar-ho? És patrimoni de la Humanitat!",Parc de la Séquia,https://www.barcelonaesmoltmes.cat/-/la-patum,,Casa de la Culla,,https://www.wikidata.org/wiki/Q15487,"42.1016272,1.8437674",http://www.lapatum.cat/,08022,14,https://www.wikidata.org/wiki/Q15345,8,Activitat,"Plaça de Sant Pere, 1, 08600 Berga",08600,"42.1042317,1.8459226",938214333,938211787,berga@ajberga.cat,https://www.ajberga.cat,P0802200F,https://media.diba.cat/diba/municipis/img/escuts/ec08022.png,https://media.diba.cat/diba/municipis/img/vistes/vista08022.jpg,17160,22.57,704,Berguedà;Corpus;TOP;000.NO MOSTRAR;Cultura i tradicions;En família;Berga;Festa popular;En família;Cultura;Curiós;Pirineus Barcelona,,"\<p\>Nascuda i derivada de les antigues representacions de teatre medieval, on \<strong\>els dimonis i les bèsties ballen encisats pel retruny dels timbals i sota el foc\</strong\>, la Patum no només la conformen les comparses i els salts, sinó també tota la gent que s\'aglutina, ballant, a la plaça de Sant Pere. I és precisament quan a la plaça ja no hi cap ni una agulla, que conflueixen sentiments de misteri, d\'alegria, de passió, de recolliment... Aquesta és la particular manera de celebrar el Corpus a Berga.\</p\>"
688f26b5c763922b3f7ae173,Visita guiada al Col·legi d\'Arquitectes,2025-06-29,2025-12-31,"Durant la visita descobriràs la història de la seu del COAC, la seva recent renovació, els seus esgrafiats dissenyats per Pablo Picasso i gaudiràs de vistes panoràmiques de 360º de la ciutat.",https://www.wikidata.org/wiki/Q11914780,https://www.barcelonaesmoltmes.cat/-/visita-guiada-al-col%C2%B7legi-d-arquitectes-,,Col·legi d\'Arquitectes de Catalunya (COAC),08002,https://www.wikidata.org/wiki/Q1492,"41.3848231,2.1749300",https://www.casessingulars.com/ca/cases/collegi-darquitectes-de-catalunya/,08019,13,https://www.wikidata.org/wiki/Q15348,8,Activitat,"Pl. St. Jaume, 1, 08002 Barcelona",08002,"41.3825919,2.177333",934027000,933170139,,https://www.barcelona.cat,P0801900B,https://media.diba.cat/diba/municipis/img/escuts/ec08019.png,https://media.diba.cat/diba/municipis/img/vistes/vista08019.jpg,1702547,101.35,4,Barcelonès;Cultura i tradicions;En família;Barcelona;Visites guiades;Paisatges Barcelona,Activitat pagament,"La visita permetrà conèixer l’edifici del COAC, projectat per Xavier Busquets i inaugurat el 1962 sota el deganat de Manuel de Solà-Morales, així com descobrir les obres de rehabilitació fetes per Peris + Toral Arquitectes els últims anys.\<br/\>\<br/\>Es podrà visitar el vestíbul, l’Altell i l’Espai Picasso, amb un recorregut que culmina a la segona planta amb accés a una terrassa amb vistes a la Catedral. També s’accedirà a la Sala Mirador, a la 8a planta, des d’on es gaudeix d’una panoràmica de 360º de Barcelona.\<br/\>\<br/\>Un dels elements més emblemàtics de l’edifici són els esgrafiats dissenyats per Pablo Picasso, recentment declarats Bé Cultural d’Interès Nacional.\<br/\>\<br/\>Durada: 1 h\<br/\>Preu: 12 \&euro;"
688f26b5c763922b3f7ae174,Col·loqui: “El luxe en els teixits i la moda”,2025-11-06,2025-11-07,"Activitat de pagament (92 o 136 euros) per a adults, amb inscripció prèvia. Més informació a Fundació Història del Disseny (coloquiotextil@gmail.com) / 93 5139729.",Fundació Història del Disseny,https://www.barcelonaesmoltmes.cat/-/col%C2%B7loqui-el-luxe-en-els-teixits-i-la-moda-,932566700,https://www.wikidata.org/wiki/Q46230324,08018,https://www.wikidata.org/wiki/Q1492,"41.4024510,2.1880918",https://cdmt.cat/event/coloqui-itm-2025-luxe-teixits-moda-juny-novembre-2025/,08019,13,https://www.wikidata.org/wiki/Q15348,8,Activitat,"Pl. St. Jaume, 1, 08002 Barcelona",08002,"41.3825919,2.177333",934027000,933170139,,https://www.barcelona.cat,P0801900B,https://media.diba.cat/diba/municipis/img/escuts/ec08019.png,https://media.diba.cat/diba/municipis/img/vistes/vista08019.jpg,1702547,101.35,4,Barcelonès;Cultura i tradicions;Barcelona,Activitat pagament,"La Fundació Història del Disseny i els museus tèxtils de Catalunya* organitzen el V Col·loqui d’Investigadors en Tèxtil i Moda (ITM) que tindrà lloc el 6 i 7 de novembre del 2025, al Disseny Hub Barcelona.\<br/\>\<br/\>El tema d\'aquesta edició és “El luxe en els teixits i la moda” ja que aquests han estat potents eines d\'estratificació i distinció social. Es proposa profunditzar en les diverses cares del luxe en els teixits i la indumentària i en els canvis de significació que aquest concepte ha experimentat en diferents moments de la història i en diverses cultures."
688f26b5c763922b3f7ae175,La nit dels Perseids,2025-08-12,2025-08-16,"Com cada any, enguany del 12 al 16 d\'agost, fem les nits dedicades a l\'esdeveniment astronòmic més mediàtic de l\'any. La pluja d\'estels dels Perseids. ¿Sabeu com gaudir-la? Vine, i t\'ho expliquem!",https://www.wikidata.org/wiki/Q11939209,https://www.barcelonaesmoltmes.cat/-/el-cel-de-l-estiu-1,,https://www.wikidata.org/wiki/Q11939209,08623,https://www.wikidata.org/wiki/Q16732,"41.7937835,1.6323500",https://www.observatoricastelltallat.com/pluja-destels-perseids-barcelona/,08229,7,https://www.wikidata.org/wiki/Q15346,8,Activitat,"Casa Consistorial, 08263 Sant Mateu de Bages",08263,"41.7969781,1.7327386",938360010,931157043,st.mateu@diba.cat,https://www.santmateudebages.cat,P0822900G,https://media.diba.cat/diba/municipis/img/escuts/ec08229.png,https://media.diba.cat/diba/municipis/img/vistes/vista08229.jpg,637,102.92,569,Bages;Estrelles;Cultura i tradicions;Sant Mateu de Bages;Visites guiades;Paisatges Barcelona,Activitat pagament,"\<p\>Nit temàtica per gaudir de la pluja d\'estels de l\'estiu... aquest any heu de portar una manta!\<br\> Del 12 al 16 d\'agost, reeditem la pluja d\'estels dels Perseids.\<br\> \<br\> Saps per què s\'esdevé? I quina és la millor manera d\'observar-les? Vine a l\'Observatori de Castelltallat i t\'ho explicarem, aprofitant que ets aquí tindràs l\'oportunitat d\'entrar a l\'interior d\'una cúpula, on tenim un telescopi de mida gran, i amb ell podràs observar l\'Univers amb els nostres potents telescopis.\<br\> \<br\> Aquest any habilitem la \'\'Zona d\'Observació dels Perseids\'\' a 2 km de l\'Observatori.\</p\>"
688f26b5c763922b3f7ae176,La nit de la Lluna,2025-08-29,2025-08-30,"Aquesta nit especial, és una molt bona manera d\'explorar-la, fins i tot en tres dimensions!",https://www.wikidata.org/wiki/Q11939209,https://www.barcelonaesmoltmes.cat/-/la-nit-de-la-lluna,667529051,https://www.wikidata.org/wiki/Q11939209,08623,https://www.wikidata.org/wiki/Q16732,"41.7937835,1.6323500",https://www.observatoricastelltallat.com/la-nit-de-la-lluna/,08229,7,https://www.wikidata.org/wiki/Q15346,8,Activitat,"Casa Consistorial, 08263 Sant Mateu de Bages",08263,"41.7969781,1.7327386",938360010,931157043,st.mateu@diba.cat,https://www.santmateudebages.cat,P0822900G,https://media.diba.cat/diba/municipis/img/escuts/ec08229.png,https://media.diba.cat/diba/municipis/img/vistes/vista08229.jpg,637,102.92,569,Bages;Estrelles;Cultura i tradicions;Sant Mateu de Bages;Visites guiades;Paisatges Barcelona,Activitat pagament,"El pròxims 29 i 30 d\'agost a l\'Observatori Astronòmic de Castelltallat, us oferim de nou una edició especial dedicada a la Lluna. Enguany podreu observar des dels nostres potents telescopis, el nostre satèl·lit natural a través d’un “Capçal Binocular”, que us permetrà observar la Lluna amb els dos ulls i veure-la en tres dimensions.\<br/\>Xerrada sobre la Lluna.\<br/\>Visita a l\'Exposició sobre el sistema Solar.\<br/\>Servei de Bar i Restaurant."
688f26b5c763922b3f7ae177,Art i cel. Perseids i pintura amb vi,2025-08-12,2025-08-12,"Envoltats per la natura, gaudirem del cel nocturn, i en un diàleg constant entre l’art i el cel, descobrirem els secrets de la tècnica de pintar amb vi.",Tinta i Vi,https://www.barcelonaesmoltmes.cat/-/art-i-cel.-perseids-i-pintura-amb-vi,685233575,Observatori Astronòmic del Parc del Garraf,08818,https://www.wikidata.org/wiki/Q15557,"41.3067000,1.8383000",https://planetari.cat/garraf,08148,17,https://www.wikidata.org/wiki/Q15354,8,Activitat,"Pl. Major, s/n, 08818 Olivella",08818,"41.3103129,1.8114946",938968000,938968042,olivella@diba.cat,https://www.olivella.cat,P0814700A,https://media.diba.cat/diba/municipis/img/escuts/ec08148.png,https://media.diba.cat/diba/municipis/img/vistes/vista08148.jpg,4419,38.75,211,Estrelles;Cultura i tradicions;Natura;Gastronomia i enoturisme;Olivella;Visites guiades;Enoturisme;Costa Barcelona,Activitat pagament,"1- Tast de proximitat: (Opcional) Tast de vi i cava DO Penedès, i un pica-pica de productes locals.\<br/\>2- Pintura amb vi: Amb l\'artista Marta Arañó taller de pintura amb vi. No cal saber dibuixar. Cada visitant realitzarà una obra sota la seva guia.\<br/\>3- Observació del cel a ull nu: Amb l\'ajuda d\'un punter làser i una carta celeste aprendrem a localitzar les estrelles i constel·lacions, i gaudirem dels Perseids.\<br/\>4- Observació amb telescopi sota la cúpula.\<br/\>"
