fecha;cod_municipio;municipio;cod_distrito;distrito;cod_barrio;barrio;num_personas;num_personas_hombres;num_personas_mujeres
1 de enero de 2024;28079;Madrid;3; Retiro;34;Ibiza;22.010;9.723;12.287
1 de enero de 2024;28079;Madrid;3; Retiro;35;Los Jerónimos;6.934;3.245;3.689
1 de enero de 2024;28079;Madrid;3; Retiro;36;Niño Jesús;15.271;6.909;8.362
1 de enero de 2024;28079;Madrid;4; Salamanca;41;Recoletos;15.845;7.136;8.709
1 de enero de 2024;28079;Madrid;4; Salamanca;42;Goya;30.381;13.219;17.162
1 de enero de 2024;28079;Madrid;4; Salamanca;43;Fuente del Berro;21.449;9.433;12.016
1 de enero de 2024;28079;Madrid;4; Salamanca;44;Guindalera;42.905;19.531;23.374
1 de enero de 2024;28079;Madrid;4; Salamanca;45;Lista;21.506;9.315;12.191
1 de enero de 2024;28079;Madrid;4; Salamanca;46;Castellana;17.692;7.740;9.952
1 de enero de 2024;28079;Madrid;5; Chamartín;51;El Viso;17.545;7.917;9.628
1 de enero de 2024;28079;Madrid;5; Chamartín;52;Prosperidad;36.961;16.530;20.431
1 de enero de 2024;28079;Madrid;5; Chamartín;53;Ciudad Jardín;18.928;8.402;10.526
1 de enero de 2024;28079;Madrid;5; Chamartín;54;Hispanoamérica;32.014;14.453;17.561
1 de enero de 2024;28079;Madrid;5; Chamartín;55;Nueva España;25.043;11.312;13.731
1 de enero de 2024;28079;Madrid;5; Chamartín;56;Castilla;17.620;8.246;9.374
1 de enero de 2024;28079;Madrid;6; Tetuán;61;Bellas Vistas;30.531;14.018;16.513
1 de enero de 2024;28079;Madrid;6; Tetuán;62;Cuatro Caminos;35.723;16.020;19.703
1 de enero de 2024;28079;Madrid;6; Tetuán;63;Castillejos;21.256;9.619;11.637
1 de enero de 2024;28079;Madrid;6; Tetuán;64;Almenara;24.090;11.272;12.818
1 de enero de 2024;28079;Madrid;6; Tetuán;65;Valdeacederas;27.798;13.024;14.774
1 de enero de 2024;28079;Madrid;6; Tetuán;66;Berruguete;26.813;12.119;14.694
1 de enero de 2024;28079;Madrid;7; Chamberí;71;Gaztambide;23.533;10.421;13.112
1 de enero de 2024;28079;Madrid;7; Chamberí;72;Arapiles;24.931;11.111;13.820
1 de enero de 2024;28079;Madrid;7; Chamberí;73;Trafalgar;25.328;11.491;13.837
1 de enero de 2024;28079;Madrid;7; Chamberí;74;Almagro;19.992;8.841;11.151
1 de enero de 2024;28079;Madrid;7; Chamberí;75;Ríos Rosas;27.962;12.261;15.701
1 de enero de 2024;28079;Madrid;7; Chamberí;76;Vallehermoso;20.238;8.793;11.445
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;81;El Pardo;3.460;1.729;1.731
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;82;Fuentelarreina;3.498;1.591;1.907
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;83;Peñagrande;44.844;20.857;23.987
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;84;Pilar;46.543;21.173;25.370
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;85;La Paz;32.343;15.008;17.335
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;86;Valverde;66.870;31.990;34.880
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;87;Mirasierra;36.744;17.679;19.065
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;88;El Goloso;19.596;9.694;9.902
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;91;Casa de Campo;12.946;6.047;6.899
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;92;Argüelles;24.987;11.492;13.495
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;93;Ciudad Universitaria;16.876;7.835;9.041
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;94;Valdezarza;31.614;14.578;17.036
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;95;Valdemarín;7.451;3.491;3.960
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;96;El Plantío;3.156;1.467;1.689
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;97;Aravaca;28.193;13.211;14.982
1 de enero de 2024;28079;Madrid;10; Latina;101;Los Cármenes;18.423;8.757;9.666
1 de enero de 2024;28079;Madrid;10; Latina;102;Puerta del Angel;45.513;21.325;24.188
1 de enero de 2024;28079;Madrid;10; Latina;103;Lucero;38.072;17.835;20.237
1 de enero de 2024;28079;Madrid;10; Latina;104;Aluche;68.973;31.619;37.354
1 de enero de 2024;28079;Madrid;10; Latina;105;Campamento;20.657;9.511;11.146
1 de enero de 2024;28079;Madrid;10; Latina;106;Cuatro Vientos;6.417;3.192;3.225
1 de enero de 2024;28079;Madrid;10; Latina;107;Águilas;52.341;24.198;28.143
1 de enero de 2024;28079;Madrid;11; Carabanchel;111;Comillas;23.466;10.873;12.593
1 de enero de 2024;28079;Madrid;11; Carabanchel;112;Opañel;35.513;16.394;19.119
1 de enero de 2024;28079;Madrid;11; Carabanchel;113;San Isidro;42.184;19.962;22.222
1 de enero de 2024;28079;Madrid;11; Carabanchel;114;Vista Alegre;50.153;23.083;27.070
1 de enero de 2024;28079;Madrid;11; Carabanchel;115;Puerta Bonita;38.781;18.360;20.421
1 de enero de 2024;28079;Madrid;11; Carabanchel;116;Buenavista;51.040;24.740;26.300
1 de enero de 2024;28079;Madrid;11; Carabanchel;117;Abrantes;33.269;15.585;17.684
1 de enero de 2024;28079;Madrid;12; Usera;121;Orcasitas;23.482;11.010;12.472
1 de enero de 2024;28079;Madrid;12; Usera;122;Orcasur;14.851;7.207;7.644
1 de enero de 2024;28079;Madrid;12; Usera;123;San Fermín;24.510;11.716;12.794
1 de enero de 2024;28079;Madrid;12; Usera;124;Almendrales;23.927;11.389;12.538
1 de enero de 2024;28079;Madrid;12; Usera;125;Moscardó;27.873;13.169;14.704
1 de enero de 2024;28079;Madrid;12; Usera;126;Zofío;15.298;7.166;8.132
1 de enero de 2024;28079;Madrid;12; Usera;127;Pradolongo;19.172;9.144;10.028
1 de enero de 2024;28079;Madrid;13; Puente de Vallecas;131;Entrevías;36.851;17.711;19.140
1 de enero de 2024;28079;Madrid;13; Puente de Vallecas;132;San Diego;49.339;23.856;25.483
1 de enero de 2024;28079;Madrid;13; Puente de Vallecas;133;Palomeras Bajas;41.755;19.533;22.222
1 de enero de 2024;28079;Madrid;13; Puente de Vallecas;134;Palomeras Sureste;44.396;21.125;23.271
1 de enero de 2024;28079;Madrid;13; Puente de Vallecas;135;Portazgo;29.746;13.960;15.786
1 de enero de 2024;28079;Madrid;13; Puente de Vallecas;136;Numancia;50.961;24.345;26.616
1 de enero de 2024;28079;Madrid;14; Moratalaz;141;Pavones;9.208;4.240;4.968
1 de enero de 2024;28079;Madrid;14; Moratalaz;142;Horcajo;6.421;3.069;3.352
1 de enero de 2024;28079;Madrid;14; Moratalaz;143;Marroquina;26.378;12.105;14.273
1 de enero de 2024;28079;Madrid;14; Moratalaz;144;Media Legua;17.787;8.073;9.714
1 de enero de 2024;28079;Madrid;14; Moratalaz;145;Fontarrón;18.000;8.189;9.811
1 de enero de 2024;28079;Madrid;14; Moratalaz;146;Vinateros;17.329;7.736;9.593
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;151;Ventas;52.223;23.931;28.292
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;152;Pueblo Nuevo;65.874;30.575;35.299
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;153;Quintana;26.762;12.145;14.617
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;154;La Concepción;22.256;10.138;12.118
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;155;San Pascual;19.019;8.670;10.349
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;156;San Juan Bautista;13.120;6.159;6.961
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;157;Colina;6.810;3.063;3.747
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;158;Atalaya;1.672;717;955
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;159;Costillares;22.299;10.438;11.861
1 de enero de 2024;28079;Madrid;16; Hortaleza;161;Palomas;7.018;3.442;3.576
1 de enero de 2024;28079;Madrid;16; Hortaleza;162;Piovera;15.455;7.422;8.033
1 de enero de 2024;28079;Madrid;16; Hortaleza;163;Canillas;40.440;18.793;21.647
1 de enero de 2024;28079;Madrid;16; Hortaleza;164;Pinar del Rey;53.313;24.503;28.810
1 de enero de 2024;28079;Madrid;16; Hortaleza;165;Apóstol Santiago;15.842;7.541;8.301
1 de enero de 2024;28079;Madrid;16; Hortaleza;166;Valdefuentes;73.114;35.738;37.376
1 de enero de 2024;28079;Madrid;17; Villaverde;171;Villaverde Alto, C.H. Villaverde;50.266;24.101;26.165
1 de enero de 2024;28079;Madrid;17; Villaverde;172;San Cristóbal;18.870;9.411;9.459
1 de enero de 2024;28079;Madrid;17; Villaverde;173;Butarque;22.375;10.810;11.565
1 de enero de 2024;28079;Madrid;17; Villaverde;174;Los Rosales;39.648;19.005;20.643
1 de enero de 2024;28079;Madrid;17; Villaverde;175;Ángeles;36.793;17.236;19.557
1 de enero de 2024;28079;Madrid;18; Villa de Vallecas;181;Casco Histórico de Vallecas;41.984;20.266;21.718
1 de enero de 2024;28079;Madrid;18; Villa de Vallecas;182;Santa Eugenia;24.168;11.570;12.598
1 de enero de 2024;28079;Madrid;18; Villa de Vallecas;183;Ensanche de Vallecas;56.185;27.317;28.868
1 de enero de 2024;28079;Madrid;19; Vicálvaro;191;Casco Histórico de Vicálvaro;37.018;17.760;19.258
1 de enero de 2024;28079;Madrid;19; Vicálvaro;192;Valdebernardo;17.693;8.425;9.268
1 de enero de 2024;28079;Madrid;19; Vicálvaro;193;Valderrivas;17.868;8.650;9.218
1 de enero de 2024;28079;Madrid;19; Vicálvaro;194;El Cañaveral;17.193;8.655;8.538
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;201;Simancas;30.158;14.293;15.865
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;202;Hellín;9.965;4.590;5.375
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;203;Amposta;9.749;4.564;5.185
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;204;Arcos;26.280;12.416;13.864
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;205;Rosas;30.838;14.734;16.104
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;206;Rejas;18.196;8.867;9.329
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;207;Canillejas;29.943;13.922;16.021
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;208;El Salvador;11.454;5.437;6.017
1 de enero de 2024;28079;Madrid;21; Barajas;211;Alameda de Osuna;19.875;9.484;10.391
1 de enero de 2024;28079;Madrid;21; Barajas;212;Aeropuerto;1.949;990;959
1 de enero de 2024;28079;Madrid;21; Barajas;213;Casco Histórico de Barajas;7.625;3.658;3.967
1 de enero de 2024;28079;Madrid;21; Barajas;214;Timón;12.400;5.878;6.522
1 de enero de 2024;28079;Madrid;21; Barajas;215;Corralejos;7.763;3.827;3.936
1 de enero de 2024;28079;Madrid;Todos;Todos;Todos;Todos;3.460.491;1.620.768;1.839.723
1 de enero de 2023;28079;Madrid;1; Centro;1; Centro;139.687;70.770;68.917
1 de enero de 2023;28079;Madrid;2; Arganzuela;2; Arganzuela;153.304;71.754;81.550
1 de enero de 2023;28079;Madrid;3; Retiro;3; Retiro;117.918;53.458;64.460
1 de enero de 2023;28079;Madrid;4; Salamanca;4; Salamanca;145.702;64.452;81.250
1 de enero de 2023;28079;Madrid;5; Chamartín;5; Chamartín;144.796;65.245;79.551
1 de enero de 2023;28079;Madrid;6; Tetuán;6; Tetuán;160.002;72.938;87.064
1 de enero de 2023;28079;Madrid;7; Chamberí;7; Chamberí;138.204;61.149;77.055
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;8; Fuencarral-El Pardo;248.443;116.944;131.499
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;9; Moncloa-Aravaca;121.757;56.357;65.400
1 de enero de 2023;28079;Madrid;10; Latina;10; Latina;241.672;112.093;129.579
1 de enero de 2023;28079;Madrid;11; Carabanchel;11; Carabanchel;262.339;122.632;139.707
1 de enero de 2023;28079;Madrid;12; Usera;12; Usera;142.746;67.538;75.208
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;13; Puente de Vallecas;241.603;114.542;127.061
1 de enero de 2023;28079;Madrid;14; Moratalaz;14; Moratalaz;92.814;42.212;50.602
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;15; Ciudad Lineal;220.345;100.759;119.586
1 de enero de 2023;28079;Madrid;16; Hortaleza;16; Hortaleza;198.391;94.100;104.291
1 de enero de 2023;28079;Madrid;17; Villaverde;17; Villaverde;159.038;76.131;82.907
1 de enero de 2023;28079;Madrid;18; Villa de Vallecas;18; Villa de Vallecas;117.501;56.726;60.775
1 de enero de 2023;28079;Madrid;19; Vicálvaro;19; Vicálvaro;83.804;40.580;43.224
1 de enero de 2023;28079;Madrid;20; San Blas-Canillejas;20; San Blas-Canillejas;161.219;76.154;85.065
1 de enero de 2023;28079;Madrid;21; Barajas;21; Barajas;48.646;23.332;25.314
1 de enero de 2023;28079;Madrid;1; Centro;11;Palacio;23.501;11.557;11.944
1 de enero de 2023;28079;Madrid;1; Centro;12;Embajadores;46.204;24.094;22.110
1 de enero de 2023;28079;Madrid;1; Centro;13;Cortes;10.816;5.350;5.466
1 de enero de 2023;28079;Madrid;1; Centro;14;Justicia;18.219;9.261;8.958
1 de enero de 2023;28079;Madrid;1; Centro;15;Universidad;32.783;16.269;16.514
1 de enero de 2023;28079;Madrid;1; Centro;16;Sol;8.164;4.239;3.925
1 de enero de 2023;28079;Madrid;2; Arganzuela;21;Imperial;22.385;10.421;11.964
1 de enero de 2023;28079;Madrid;2; Arganzuela;22;Acacias;36.069;16.616;19.453
1 de enero de 2023;28079;Madrid;2; Arganzuela;23;Chopera;19.761;8.992;10.769
1 de enero de 2023;28079;Madrid;2; Arganzuela;24;Legazpi;19.468;9.508;9.960
1 de enero de 2023;28079;Madrid;2; Arganzuela;25;Delicias;28.575;13.463;15.112
1 de enero de 2023;28079;Madrid;2; Arganzuela;26;PalosdeMoguer;25.097;11.797;13.300
1 de enero de 2023;28079;Madrid;2; Arganzuela;27;Atocha;1.949;957;992
1 de enero de 2023;28079;Madrid;3; Retiro;31;Pacífico;33.027;14.809;18.218
1 de enero de 2023;28079;Madrid;3; Retiro;32;Adelfas;18.832;8.699;10.133
1 de enero de 2023;28079;Madrid;3; Retiro;33;Estrella;22.649;10.393;12.256
1 de enero de 2023;28079;Madrid;3; Retiro;34;Ibiza;21.492;9.568;11.924
1 de enero de 2023;28079;Madrid;3; Retiro;35;LosJerónimos;6.825;3.177;3.648
1 de enero de 2023;28079;Madrid;3; Retiro;36;NiñoJesús;15.093;6.812;8.281
1 de enero de 2023;28079;Madrid;4; Salamanca;41;Recoletos;15.444;6.966;8.478
1 de enero de 2023;28079;Madrid;4; Salamanca;42;Goya;29.477;12.872;16.605
1 de enero de 2023;28079;Madrid;4; Salamanca;43;FuentedelBerro;20.929;9.129;11.800
1 de enero de 2023;28079;Madrid;4; Salamanca;44;Guindalera;41.964;19.006;22.958
1 de enero de 2023;28079;Madrid;4; Salamanca;45;Lista;20.969;9.056;11.913
1 de enero de 2023;28079;Madrid;4; Salamanca;46;Castellana;16.919;7.423;9.496
1 de enero de 2023;28079;Madrid;5; Chamartín;51;ElViso;17.274;7.810;9.464
1 de enero de 2023;28079;Madrid;5; Chamartín;52;Prosperidad;36.027;16.072;19.955
1 de enero de 2023;28079;Madrid;5; Chamartín;53;CiudadJardín;18.513;8.234;10.279
1 de enero de 2023;28079;Madrid;5; Chamartín;54;Hispanoamérica;31.470;14.159;17.311
1 de enero de 2023;28079;Madrid;5; Chamartín;55;NuevaEspaña;24.466;11.050;13.416
1 de enero de 2023;28079;Madrid;5; Chamartín;56;Castilla;17.046;7.920;9.126
1 de enero de 2023;28079;Madrid;6; Tetuán;61;BellasVistas;29.355;13.428;15.927
1 de enero de 2023;28079;Madrid;6; Tetuán;62;CuatroCaminos;34.753;15.537;19.216
1 de enero de 2023;28079;Madrid;6; Tetuán;63;Castillejos;20.570;9.239;11.331
1 de enero de 2023;28079;Madrid;6; Tetuán;64;Almenara;23.057;10.688;12.369
1 de enero de 2023;28079;Madrid;6; Tetuán;65;Valdeacederas;26.573;12.442;14.131
1 de enero de 2023;28079;Madrid;6; Tetuán;66;Berruguete;25.694;11.604;14.090
1 de enero de 2023;28079;Madrid;7; Chamberí;71;Gaztambide;22.959;10.157;12.802
1 de enero de 2023;28079;Madrid;7; Chamberí;72;Arapiles;24.190;10.831;13.359
1 de enero de 2023;28079;Madrid;7; Chamberí;73;Trafalgar;24.621;11.147;13.474
1 de enero de 2023;28079;Madrid;7; Chamberí;74;Almagro;19.418;8.567;10.851
1 de enero de 2023;28079;Madrid;7; Chamberí;75;RíosRosas;27.163;11.828;15.335
1 de enero de 2023;28079;Madrid;7; Chamberí;76;Vallehermoso;19.853;8.619;11.234
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;81;ElPardo;3.421;1.716;1.705
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;82;Fuentelarreina;3.410;1.559;1.851
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;83;Peñagrande;44.341;20.597;23.744
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;84;Pilar;45.610;20.720;24.890
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;85;LaPaz;32.192;14.964;17.228
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;86;Valverde;64.757;30.851;33.906
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;87;Mirasierra;35.676;17.160;18.516
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;88;ElGoloso;19.036;9.377;9.659
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;91;CasadeCampo;12.767;5.958;6.809
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;92;Argüelles;24.497;11.207;13.290
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;93;CiudadUniversitaria;16.364;7.603;8.761
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;94;Valdezarza;30.484;14.001;16.483
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;95;Valdemarín;7.156;3.339;3.817
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;96;ElPlantío;3.044;1.413;1.631
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;97;Aravaca;27.445;12.836;14.609
1 de enero de 2023;28079;Madrid;10; Latina;101;LosCármenes;17.903;8.484;9.419
1 de enero de 2023;28079;Madrid;10; Latina;102;PuertadelÁngel;43.292;20.165;23.127
1 de enero de 2023;28079;Madrid;10; Latina;103;Lucero;36.749;17.156;19.593
1 de enero de 2023;28079;Madrid;10; Latina;104;Aluche;66.588;30.384;36.204
1 de enero de 2023;28079;Madrid;10; Latina;105;Campamento;19.750;9.111;10.639
1 de enero de 2023;28079;Madrid;10; Latina;106;CuatroVientos;6.122;3.068;3.054
1 de enero de 2023;28079;Madrid;10; Latina;107;Águilas;51.268;23.725;27.543
1 de enero de 2023;28079;Madrid;11; Carabanchel;111;Comillas;22.721;10.491;12.230
1 de enero de 2023;28079;Madrid;11; Carabanchel;112;Opañel;33.883;15.556;18.327
1 de enero de 2023;28079;Madrid;11; Carabanchel;113;SanIsidro;40.368;18.969;21.399
1 de enero de 2023;28079;Madrid;11; Carabanchel;114;VistaAlegre;47.727;21.823;25.904
1 de enero de 2023;28079;Madrid;11; Carabanchel;115;PuertaBonita;36.798;17.349;19.449
1 de enero de 2023;28079;Madrid;11; Carabanchel;116;Buenavista;49.151;23.733;25.418
1 de enero de 2023;28079;Madrid;11; Carabanchel;117;Abrantes;31.691;14.711;16.980
1 de enero de 2023;28079;Madrid;12; Usera;121;Orcasitas;23.085;10.900;12.185
1 de enero de 2023;28079;Madrid;12; Usera;122;Orcasur;14.390;6.987;7.403
1 de enero de 2023;28079;Madrid;12; Usera;123;SanFermín;23.598;11.246;12.352
1 de enero de 2023;28079;Madrid;12; Usera;124;Almendrales;22.834;10.755;12.079
1 de enero de 2023;28079;Madrid;12; Usera;125;Moscardó;26.579;12.531;14.048
1 de enero de 2023;28079;Madrid;12; Usera;126;Zofío;14.382;6.681;7.701
1 de enero de 2023;28079;Madrid;12; Usera;127;Pradolongo;17.878;8.438;9.440
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;131;Entrevías;35.399;16.976;18.423
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;132;SanDiego;45.104;21.593;23.511
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;133;PalomerasBajas;40.477;18.947;21.530
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;134;PalomerasSureste;43.162;20.491;22.671
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;135;Portazgo;28.741;13.471;15.270
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;136;Numancia;48.720;23.064;25.656
1 de enero de 2023;28079;Madrid;14; Moratalaz;141;Pavones;8.814;4.035;4.779
1 de enero de 2023;28079;Madrid;14; Moratalaz;142;Horcajo;6.339;3.029;3.310
1 de enero de 2023;28079;Madrid;14; Moratalaz;143;Marroquina;26.120;11.962;14.158
1 de enero de 2023;28079;Madrid;14; Moratalaz;144;MediaLegua;17.323;7.828;9.495
1 de enero de 2023;28079;Madrid;14; Moratalaz;145;Fontarrón;17.333;7.876;9.457
1 de enero de 2023;28079;Madrid;14; Moratalaz;146;Vinateros;16.885;7.482;9.403
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;151;Ventas;50.218;22.868;27.350
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;152;PuebloNuevo;62.840;28.982;33.858
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;153;Quintana;25.469;11.449;14.020
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;154;Concepción;20.941;9.402;11.539
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;155;SanPascual;18.327;8.349;9.978
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;156;SanJuanBautista;12.445;5.813;6.632
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;157;Colina;6.569;2.973;3.596
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;158;Atalaya;1.622;691;931
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;159;Costillares;21.914;10.232;11.682
1 de enero de 2023;28079;Madrid;16; Hortaleza;161;Palomas;6.922;3.404;3.518
1 de enero de 2023;28079;Madrid;16; Hortaleza;162;Piovera;15.041;7.211;7.830
1 de enero de 2023;28079;Madrid;16; Hortaleza;163;Canillas;39.786;18.485;21.301
1 de enero de 2023;28079;Madrid;16; Hortaleza;164;PinardelRey;52.031;23.825;28.206
1 de enero de 2023;28079;Madrid;16; Hortaleza;165;ApóstolSantiago;15.435;7.344;8.091
1 de enero de 2023;28079;Madrid;16; Hortaleza;166;Valdefuentes;69.176;33.831;35.345
1 de enero de 2023;28079;Madrid;17; Villaverde;171;VillaverdeAlto,CascoHistóricodeVillaverde;47.817;22.826;24.991
1 de enero de 2023;28079;Madrid;17; Villaverde;172;SanCristóbal;17.270;8.586;8.684
1 de enero de 2023;28079;Madrid;17; Villaverde;173;Butarque;21.316;10.306;11.010
1 de enero de 2023;28079;Madrid;17; Villaverde;174;LosRosales;37.808;18.121;19.687
1 de enero de 2023;28079;Madrid;17; Villaverde;175;Ángeles;34.827;16.292;18.535
1 de enero de 2023;28079;Madrid;18; Villa de Vallecas;181;CascoHistóricodeVallecas;40.417;19.413;21.004
1 de enero de 2023;28079;Madrid;18; Villa de Vallecas;182;SantaEugenia;23.876;11.381;12.495
1 de enero de 2023;28079;Madrid;18; Villa de Vallecas;183;EnsanchedeVallecas;53.208;25.932;27.276
