ID,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,COORD_GIS_X,COORD_GIS_Y,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX
113765,206,Rejas,20,San Blas-Canillejas,451069.96,4477116.06,40.44325662,-3.57696818,CALLE,ARCAUTE,4,28022,JARDIN
113768,206,Rejas,20,San Blas-Canillejas,451068.97,4477116.18,40.44325765,-3.57697986,CALLE,ARCAUTE,4,28022,JARDIN
113770,206,Rejas,20,San Blas-Canillejas,450952.96,4477411.77,40.44591368,-3.57837057,CALLE,LAGUARDIA,4,28022,FRENTE FACHADA
113772,206,Rejas,20,San Blas-Canillejas,449358.65,4477741.34,40.44878706,-3.59719626,AVENIDA,SEXTA,6,28022,JARDIN
113774,206,Rejas,20,San Blas-Canillejas,449357.95,4477739.59,40.44877125,-3.59720437,AVENIDA,SEXTA,6,28022,JARDIN
113776,206,Rejas,20,San Blas-Canillejas,449357.03,4477737.73,40.44875444,-3.59721507,AVENIDA,SEXTA,6,28022,JARDIN
109179,164,Pinar del Rey,16,Hortaleza,445771.45,4480920.81,40.4772031,-3.63976816,CALLE,SANTA VIRGILIA,19,28033,GARAJE
109181,164,Pinar del Rey,16,Hortaleza,445768.94,4480918.22,40.4771796,-3.63979755,CALLE,SANTA VIRGILIA,19,28033,GARAJE
109184,162,La Piovera,16,Hortaleza,447229.51,4479037.4,40.46033026,-3.62241084,CALLE,FLORENCIO CASTILLO,29,28043,JARDIN
109188,166,Valdefuentes,16,Hortaleza,445307.41,4482116.91,40.48794771,-3.64534559,AVENIDA,NICETO ALCALA ZAMORA,12,28050,PARCELA
113756,206,Rejas,20,San Blas-Canillejas,449835.22,4477540,40.44700216,-3.59156061,CALLE,EUTERPE,1,28022,PORTAL
113760,206,Rejas,20,San Blas-Canillejas,449779.29,4477218.88,40.44410593,-3.59219474,CALLE,EUTERPE,27,28022,PARCELA
113762,206,Rejas,20,San Blas-Canillejas,449773.72,4477199.36,40.44392975,-3.59225887,CALLE,EUTERPE,27,28022,PARCELA
113766,206,Rejas,20,San Blas-Canillejas,451070.85,4477116.11,40.44325713,-3.57695769,CALLE,ARCAUTE,4,28022,JARDIN
113769,206,Rejas,20,San Blas-Canillejas,450697.91,4477169.22,40.44371354,-3.58135919,CALLE,SAMANIEGO,12,28022,PORTAL
113771,206,Rejas,20,San Blas-Canillejas,451064.48,4477647.19,40.44804106,-3.57707372,CALLE,MIJANCAS,3,28022,GARAJE
113773,206,Rejas,20,San Blas-Canillejas,449358.3,4477740.44,40.44877893,-3.59720032,AVENIDA,SEXTA,6,28022,JARDIN
113775,206,Rejas,20,San Blas-Canillejas,449357.55,4477738.64,40.44876267,-3.59720902,AVENIDA,SEXTA,6,28022,JARDIN
113778,205,Rosas,20,San Blas-Canillejas,448779.52,4477680.23,40.44820106,-3.60402046,CALLE,MEQUINENZA,16,28022,PORTAL
113780,205,Rosas,20,San Blas-Canillejas,448779.967,4477681.8,40.44821523,-3.60401531,CALLE,MEQUINENZA,16,28022,PORTAL
113782,207,Canillejas,20,San Blas-Canillejas,448617.437,4477558.317,40.44709279,-3.60592187,CALLE,SAN VENANCIO,34,28022,PORTAL
113784,207,Canillejas,20,San Blas-Canillejas,448618.01,4477556.96,40.4470806,-3.605915,CALLE,SAN VENANCIO,34,28022,PORTAL
113786,205,Rosas,20,San Blas-Canillejas,448232.982,4475266.832,40.42642585,-3.61026858,AVENIDA,CANILLEJAS A VICALVARO,135,28022,PORTAL
113788,205,Rosas,20,San Blas-Canillejas,448232.686,4475265.403,40.42641296,-3.61027195,AVENIDA,CANILLEJAS A VICALVARO,135,28022,PORTAL
113790,205,Rosas,20,San Blas-Canillejas,448232.42,4475263.76,40.42639814,-3.61027495,AVENIDA,CANILLEJAS A VICALVARO,135,28022,PORTAL
109189,166,Valdefuentes,16,Hortaleza,445307.06,4482115.18,40.4879321,-3.64534957,AVENIDA,NICETO ALCALA ZAMORA,12,28050,PARCELA
109191,166,Valdefuentes,16,Hortaleza,446912.444,4481161.384,40.47944404,-3.62632806,CALLE,PROVISIONAL CARCAVAS OESTE UNO,8,28055,PORTAL
109193,166,Valdefuentes,16,Hortaleza,446911.256,4481162.643,40.4794553,-3.62634218,CALLE,PROVISIONAL CARCAVAS OESTE UNO,8,28055,PORTAL
109195,166,Valdefuentes,16,Hortaleza,446785.897,4481254.79,40.48027739,-3.62782881,CALLE,JUAN DANIEL FULLAONDO,16,28055,GARAJE
109197,166,Valdefuentes,16,Hortaleza,446787.417,4481254.28,40.48027289,-3.62781084,CALLE,JUAN DANIEL FULLAONDO,16,28055,GARAJE
113777,205,Rosas,20,San Blas-Canillejas,448778.64,4477680.64,40.4482047,-3.60403087,CALLE,MEQUINENZA,16,28022,PORTAL
113779,205,Rosas,20,San Blas-Canillejas,448780.33,4477680.83,40.44820652,-3.60401095,CALLE,MEQUINENZA,16,28022,PORTAL
113781,205,Rosas,20,San Blas-Canillejas,448778.871,4477681.745,40.44821467,-3.60402823,CALLE,MEQUINENZA,16,28022,PORTAL
113783,207,Canillejas,20,San Blas-Canillejas,448621.56,4477559.11,40.44710019,-3.60587331,CALLE,MEQUINENZA,24,28022,PORTAL
113785,207,Canillejas,20,San Blas-Canillejas,448623.14,4477557.57,40.44708642,-3.60585456,CALLE,MEQUINENZA,24,28022,PORTAL
113787,205,Rosas,20,San Blas-Canillejas,448232.863,4475266.148,40.42641968,-3.61026992,AVENIDA,CANILLEJAS A VICALVARO,135,28022,PORTAL
113789,205,Rosas,20,San Blas-Canillejas,448232.515,4475264.549,40.42640525,-3.6102739,AVENIDA,CANILLEJAS A VICALVARO,135,28022,PORTAL
146877,22,Las Acacias,2,Arganzuela,440179.361,4472359.395,40.39969417,-3.70493099,CALLE,ARGANDA,42,28005,28005
109190,166,Valdefuentes,16,Hortaleza,445308.18,4482115.94,40.48793902,-3.64533642,AVENIDA,NICETO ALCALA ZAMORA,12,28050,PARCELA
109192,166,Valdefuentes,16,Hortaleza,446911.84,4481162.02,40.47944973,-3.62633523,CALLE,PROVISIONAL CARCAVAS OESTE UNO,8,28055,PORTAL
109194,166,Valdefuentes,16,Hortaleza,446785.149,4481255.051,40.48027969,-3.62783766,CALLE,JUAN DANIEL FULLAONDO,16,28055,GARAJE
109196,166,Valdefuentes,16,Hortaleza,446786.629,4481254.524,40.48027504,-3.62782016,CALLE,JUAN DANIEL FULLAONDO,16,28055,GARAJE
109199,166,Valdefuentes,16,Hortaleza,446681.589,4481289.917,40.48058714,-3.62906234,CALLE,LAVANDA,48,28055,PORTAL
109201,166,Valdefuentes,16,Hortaleza,446677.95,4481287.75,40.48056738,-3.62910509,CALLE,LAVANDA,48,28055,PORTAL
109203,166,Valdefuentes,16,Hortaleza,446676.61,4481286.88,40.48055946,-3.62912082,CALLE,LAVANDA,48,28055,PORTAL
109205,166,Valdefuentes,16,Hortaleza,446841.76,4481364.869,40.48127261,-3.627179,CALLE,EMMA PENELLA,18,28055,PORTAL
131019,41,Recoletos,4,Salamanca,441642.85,4474634.7,40.42029513,-3.68789499,PLAZA,INDEPENDENCIA,6,28001,28001
163182,24,Legazpi,2,Arganzuela,441553.81,4471602.71,40.39297515,-3.68866604,CALLE,BRONCE,1A,28045,28045
173966,25,Las Delicias,2,Arganzuela,441527.87,4472444.89,40.40056013,-3.68904901,CALLE,CANARIAS,76,28045,28045
211089,83,Peñagrande,8,Fuencarral-El Pardo,437759.089,4481791.684,40.48448635,-3.7343736,CALLE,ROSALIA DE CASTRO,69,28035,
212289,83,Peñagrande,8,Fuencarral-El Pardo,437759.715,4481792.358,40.48449247,-3.73436628,CALLE,ROSALIA DE CASTRO,69,28035,
224507,88,El Goloso,8,Fuencarral-El Pardo,440415.583,4484454.742,40.508671,-3.70328267,AUTOVIA,M-40,5600 EX,28049,
147561,44,La Guindalera,4,Salamanca,443405.86,4476459,40.43685115,-3.66727697,AVENIDA,CAMILO JOSE CELA,6,28028,28028
240975,135,Portazgo,13,Puente de Vallecas,444807.73,4471535.34,40.39259021,-3.65032198,CALLE,JOSE PAULETE,59,28038,"JOSÉ PAULETE, 000059"
109198,166,Valdefuentes,16,Hortaleza,446682.299,4481290.283,40.48059048,-3.62905399,CALLE,LAVANDA,48,28055,PORTAL
109200,166,Valdefuentes,16,Hortaleza,446680.93,4481289.48,40.48058316,-3.62907008,CALLE,LAVANDA,48,28055,PORTAL
109202,166,Valdefuentes,16,Hortaleza,446677.283,4481287.337,40.48056362,-3.62911292,CALLE,LAVANDA,48,28055,PORTAL
109204,166,Valdefuentes,16,Hortaleza,446841.76,4481363.618,40.48126134,-3.62717889,CALLE,EMMA PENELLA,18,28055,PORTAL
109206,166,Valdefuentes,16,Hortaleza,446841.8,4481366.16,40.48128425,-3.62717864,CALLE,EMMA PENELLA,18,28055,PORTAL
131023,41,Recoletos,4,Salamanca,441641.91,4474634.38,40.42029218,-3.68790604,PLAZA,INDEPENDENCIA,6,28001,28001
166073,26,Palos de la Frontera,2,Arganzuela,440968.94,4473144.39,40.40682215,-3.69569998,RONDA,ATOCHA,17,28012,28012
201809,96,El Plantío,9,Moncloa-Aravaca,431501.247,4479686.38,40.46502872,-3.80797516,CALLE,RAFAEL BOTI,64,28023,
211109,87,Mirasierra,8,Fuencarral-El Pardo,439103.379,4483021.963,40.4956688,-3.71863188,AVENIDA,VENTISQUERO DE LA CONDESA,50,28035,
212291,87,Mirasierra,8,Fuencarral-El Pardo,439104.175,4483021.864,40.49566796,-3.71862248,AVENIDA,VENTISQUERO DE LA CONDESA,50,28035,
232890,104,Aluĉo,10,Latina,435510.88,4470894.735,40.38615148,-3.75979199,CALLE,VALMOJADO,295,28047,
172912,25,Las Delicias,2,Arganzuela,441633.96,4472282.22,40.39910216,-3.68778399,CALLE,RAMIREZ DE PRADO,6B,28045,28045
241108,134,Palomeras Sureste,13,Puente de Vallecas,445857.49,4471293.36,40.3904792,-3.63793298,CALLE,ANDALUCES,20,28038,"CALLE DE LOS ANDALUCES 20, 28038 Madrid"
242110,134,Palomeras Sureste,13,Puente de Vallecas,445857.07,4471293.69,40.39048215,-3.63793796,CALLE,ANDALUCES,20,28038,"ANDALUCES, 000020"
242123,134,Palomeras Sureste,13,Puente de Vallecas,446093.02,4471044.45,40.38825214,-3.63513695,AVENIDA,MIGUEL HERNANDEZ,48,28038,"AVDA MIGUEL HERNÁNDEZ, 000048"
242229,135,Portazgo,13,Puente de Vallecas,444941.71,4471473.08,40.3920382,-3.64873802,CALLE,CARLOS SOLE,13,28038,"CARLOS SOLÉ, 000013"
242275,134,Palomeras Sureste,13,Puente de Vallecas,445688.49,4470963.23,40.38749418,-3.63989595,AVENIDA,ALBUFERA,287,28038,"AVDA ALBUFERA, 000287"
242304,134,Palomeras Sureste,13,Puente de Vallecas,445806.21,4471432.04,40.39172519,-3.63854895,CALLE,ANTONIO MAIRENA,23,28038,"ANTONIO MAIRENA, 000023"
242306,134,Palomeras Sureste,13,Puente de Vallecas,445804.94,4471432.82,40.39173213,-3.63856398,CALLE,ANTONIO MAIRENA,23,28038,"ANTONIO MAIRENA, 000023"
242435,134,Palomeras Sureste,13,Puente de Vallecas,445669.34,4471507.62,40.39239714,-3.640168,CALLE,ANTONIO MAIRENA,19B,28038,"ANTONIO MAIRENA, 000019  B"
242437,134,Palomeras Sureste,13,Puente de Vallecas,445668.16,4471508.3,40.39240319,-3.64018196,CALLE,ANTONIO MAIRENA,19B,28038,"ANTONIO MAIRENA, 000019  B"
242771,135,Portazgo,13,Puente de Vallecas,444941.03,4471473.19,40.39203915,-3.64874605,CALLE,CARLOS SOLE,13,28038,"CARLOS SOLÉ, 000013"
242773,135,Portazgo,13,Puente de Vallecas,444939.34,4471473.2,40.39203913,-3.64876596,CALLE,CARLOS SOLE,13,28038,"CARLOS SOLÉ, 000013"
242109,134,Palomeras Sureste,13,Puente de Vallecas,445856.64,4471294.03,40.39048518,-3.63794305,CALLE,ANDALUCES,20,28038,"ANDALUCES, 000020"
242122,134,Palomeras Sureste,13,Puente de Vallecas,446092.24,4471043.24,40.38824119,-3.63514604,AVENIDA,MIGUEL HERNANDEZ,48,28038,"AVDA MIGUEL HERNÁNDEZ, 000048"
242124,134,Palomeras Sureste,13,Puente de Vallecas,446091.9,4471042.57,40.38823513,-3.63514998,AVENIDA,MIGUEL HERNANDEZ,48,28038,"AVDA MIGUEL HERNÁNDEZ, 000048"
242273,134,Palomeras Sureste,13,Puente de Vallecas,445687.73,4470963.68,40.38749819,-3.63990494,AVENIDA,ALBUFERA,287,28038,"AVDA ALBUFERA, 000287"
242276,134,Palomeras Sureste,13,Puente de Vallecas,445689.33,4470962.78,40.38749018,-3.63988602,AVENIDA,ALBUFERA,287,28038,"AVDA ALBUFERA, 000287"
242305,134,Palomeras Sureste,13,Puente de Vallecas,445804.26,4471433.16,40.39173515,-3.63857202,CALLE,ANTONIO MAIRENA,23,28038,"ANTONIO MAIRENA, 000023"
242307,134,Palomeras Sureste,13,Puente de Vallecas,445805.53,4471432.38,40.3917282,-3.63855699,CALLE,ANTONIO MAIRENA,23,28038,"ANTONIO MAIRENA, 000023"
242436,134,Palomeras Sureste,13,Puente de Vallecas,445668.75,4471507.96,40.39240017,-3.64017498,CALLE,ANTONIO MAIRENA,19B,28038,"ANTONIO MAIRENA, 000019  B"
242438,134,Palomeras Sureste,13,Puente de Vallecas,445667.48,4471508.64,40.39240621,-3.64019,CALLE,ANTONIO MAIRENA,19B,28038,"ANTONIO MAIRENA, 000019  B"
242772,135,Portazgo,13,Puente de Vallecas,444940.19,4471473.2,40.39203919,-3.64875594,CALLE,CARLOS SOLE,13,28038,"CARLOS SOLÉ, 000013"
243188,133,Palomeras Bajas,13,Puente de Vallecas,443789.29,4471542.78,40.39258913,-3.662322,CALLE,PUERTO DE BAÑOS,2,28053,"PUERTO DE BAÑOS, 000002"
243546,191,Casco Histórico de Vicálvaro,19,Vicálvaro,447934.86,4473496.52,40.41045916,-3.61363796,CALLE,EZCARAY,3,28032,"EZCARAY, 000003"
243674,134,Palomeras Sureste,13,Puente de Vallecas,445101.53,4470184.36,40.38043916,-3.64674396,CALLE,LEONESES,23,28018,"CALLE DE LOS LEONESES 23, 28018 Madrid"
243972,141,Pavones,14,Moratalaz,446299.38,4471936.56,40.39630216,-3.63278096,CALLE,ENCOMIENDA DE PALACIOS,239,28030,"ENCOMIENDA DE PALACIOS, 000239"
244233,132,San Diego,13,Puente de Vallecas,443025.77,4471824.06,40.39507118,-3.67134302,CALLE,PEÑA UBIÑA,6,28053,"PEÑA UBIÑA, 000006"
244235,132,San Diego,13,Puente de Vallecas,443024.42,4471824.4,40.39507415,-3.67135896,CALLE,PEÑA UBIÑA,6,28053,"PEÑA UBIÑA, 000006"
244260,132,San Diego,13,Puente de Vallecas,443361.09,4471900.89,40.39578618,-3.66739894,CALLE,PEÑA GORBEA,13,28053,"PEÑA GORBEA, 000013"
244702,145,Fontarrón,14,Moratalaz,445619.2,4472412.68,40.40054721,-3.64083605,CALLE,ENCOMIENDA DE PALACIOS,85,28030,"ENCOMIENDA DE PALACIOS, 000085"
244704,145,Fontarrón,14,Moratalaz,445618.53,4472413.35,40.4005532,-3.640844,CALLE,ENCOMIENDA DE PALACIOS,85,28030,"ENCOMIENDA DE PALACIOS, 000085"
246476,134,Palomeras Sureste,13,Puente de Vallecas,445099.34,4470186.6,40.38045919,-3.64676995,CALLE,LEONESES,23,28018,"ANGELILLO, 000001"
246927,134,Palomeras Sureste,13,Puente de Vallecas,445686.63,4470964.24,40.38750316,-3.63991795,AVENIDA,ALBUFERA,287,28038,"AVDA ALBUFERA, 000287"
247920,136,Numancia,13,Puente de Vallecas,444934.41,4472247.94,40.39901813,-3.64889104,CALLE,EL BOSCO,22,28038,"EL BOSCO, 000022"
243547,191,Casco Histórico de Vicálvaro,19,Vicálvaro,447935.1,4473495.19,40.41044719,-3.61363502,CALLE,EZCARAY,3,28032,"EZCARAY, 000003"
243969,141,Pavones,14,Moratalaz,446287.89,4472180.96,40.39850313,-3.63293696,CALLE,VALDEBERNARDO,3,28030,"VALDEBERNARDO, 000003"
243974,141,Pavones,14,Moratalaz,446197.91,4472048.18,40.39730116,-3.63398599,CALLE,VALDEBERNARDO,1,28030,"VALDEBERNARDO, 000001"
244234,132,San Diego,13,Puente de Vallecas,443025.01,4471824.29,40.3950732,-3.671352,CALLE,PEÑA UBIÑA,6,28053,"PEÑA UBIÑA, 000006"
244236,132,San Diego,13,Puente de Vallecas,443023.65,4471824.52,40.39507518,-3.67136804,CALLE,PEÑA UBIÑA,6,28053,"PEÑA UBIÑA, 000006"
244701,145,Fontarrón,14,Moratalaz,445617.86,4472414.02,40.40055919,-3.64085196,CALLE,ENCOMIENDA DE PALACIOS,85,28030,"ENCOMIENDA DE PALACIOS, 000085"
244703,145,Fontarrón,14,Moratalaz,445619.88,4472411.89,40.40054014,-3.64082797,CALLE,ENCOMIENDA DE PALACIOS,85,28030,"ENCOMIENDA DE PALACIOS, 000085"
246475,134,Palomeras Sureste,13,Puente de Vallecas,445097.79,4470184.28,40.38043819,-3.64678801,CALLE,LEONESES,23,28018,"LEONESES, 000023"
246477,134,Palomeras Sureste,13,Puente de Vallecas,445098.23,4470185.61,40.3804502,-3.64678295,CALLE,LEONESES,23,28018,"LEONESES, 000023"
247272,136,Numancia,13,Puente de Vallecas,444103.67,4472409.72,40.40042019,-3.65869405,CALLE,PUERTO DE CANENCIA,9,28038,"PUERTO DE CANENCIA, 000009"
247921,136,Numancia,13,Puente de Vallecas,444933.73,4472247.51,40.39901421,-3.64889902,CALLE,EL BOSCO,22,28038,"EL BOSCO, 000022"
248022,191,Casco Histórico de Vicálvaro,19,Vicálvaro,447821.12,4473235.9,40.4081042,-3.61495705,CALLE,CASALARREINA,29B,28032,"CASALARREINA, 000029  B"
248040,133,Palomeras Bajas,13,Puente de Vallecas,443935.73,4469955.87,40.37830316,-3.66045698,CALLE,PUERTO DE BALBARAN,127,28018,"PUERTO DE BALBARÁN, 000127"
248380,136,Numancia,13,Puente de Vallecas,444380,4471667.15,40.39374918,-3.65537305,CALLE,RISCO DE PELOCHE,15,28038,"RISCO DE PELOCHE, 000015"
248382,136,Numancia,13,Puente de Vallecas,444379.74,4471665.6,40.3937352,-3.65537598,CALLE,RISCO DE PELOCHE,15,28038,"RISCO DE PELOCHE, 000015"
243703,191,Casco Histórico de Vicálvaro,19,Vicálvaro,447902.57,4473331.46,40.40897017,-3.61400499,CALLE,CASALARREINA,28,28032,"CASALARREINA, 000028"
243705,191,Casco Histórico de Vicálvaro,19,Vicálvaro,447903.77,4473332.56,40.40898016,-3.61399094,CALLE,CASALARREINA,28,28032,"CASALARREINA, 000028"
243707,191,Casco Histórico de Vicálvaro,19,Vicálvaro,447904.79,4473333.66,40.40899013,-3.61397901,CALLE,CASALARREINA,28,28032,"CASALARREINA, 000028"
245721,193,Valderrivas,19,Vicálvaro,448451.28,4472016.93,40.39716217,-3.60743194,CALLE,MARMOLINA,5,28032,"MARMOLINA, 000005"
245810,191,Casco Histórico de Vicálvaro,19,Vicálvaro,448755.2,4472764.01,40.40391113,-3.60391099,CALLE,SAN CIPRIANO,46,28032,"SAN CIPRIANO, 000046"
248586,192,Valdebernardo,19,Vicálvaro,447166.98,4472838.2,40.40448021,-3.62263301,CALLE,LADERA DE LOS ALMENDROS,2,28032,"LADERA DE LOS ALMENDROS, 000002"
248589,192,Valdebernardo,19,Vicálvaro,447169.53,4472839.07,40.40448821,-3.62260303,CALLE,LADERA DE LOS ALMENDROS,2,28032,"LADERA DE LOS ALMENDROS, 000002"
247922,136,Numancia,13,Puente de Vallecas,444933.13,4472246.95,40.39900913,-3.64890604,CALLE,EL BOSCO,22,28038,"EL BOSCO, 000022"
248039,133,Palomeras Bajas,13,Puente de Vallecas,443934.88,4469956.1,40.37830518,-3.66046701,CALLE,PUERTO DE BALBARAN,127,28018,"PUERTO DE BALBARÁN, 000127"
248041,133,Palomeras Bajas,13,Puente de Vallecas,443936.15,4469955.65,40.37830121,-3.66045201,CALLE,PUERTO DE BALBARAN,127,28018,"PUERTO DE BALBARÁN, 000127"
248381,136,Numancia,13,Puente de Vallecas,444379.91,4471666.37,40.39374215,-3.65537405,CALLE,RISCO DE PELOCHE,15,28038,"RISCO DE PELOCHE, 000015"
248383,136,Numancia,13,Puente de Vallecas,444379.73,4471664.93,40.39372917,-3.65537604,CALLE,RISCO DE PELOCHE,15,28038,"RISCO DE PELOCHE, 000015"
243704,191,Casco Histórico de Vicálvaro,19,Vicálvaro,447903.17,4473331.9,40.40897417,-3.61399796,CALLE,CASALARREINA,28,28032,"CASALARREINA, 000028"
243706,191,Casco Histórico de Vicálvaro,19,Vicálvaro,447904.28,4473333.11,40.40898514,-3.61398497,CALLE,CASALARREINA,28,28032,"CASALARREINA, 000028"
245389,191,Casco Histórico de Vicálvaro,19,Vicálvaro,448356.96,4472938.14,40.4054552,-3.60861805,CALLE,VILLARDONDIEGO,36,28032,"CALLE DE VILLARDONDIEGO 34, 28032 Madrid"
245809,191,Casco Histórico de Vicálvaro,19,Vicálvaro,448755.19,4472762.46,40.40389716,-3.60391098,CALLE,SAN CIPRIANO,46,28032,"SAN CIPRIANO, 000046"
248585,192,Valdebernardo,19,Vicálvaro,447166.3,4472837.87,40.40447719,-3.62264099,CALLE,LADERA DE LOS ALMENDROS,2,28032,"LADERA DE LOS ALMENDROS, 000002"
248588,192,Valdebernardo,19,Vicálvaro,447168.51,4472838.63,40.40448418,-3.62261501,CALLE,LADERA DE LOS ALMENDROS,2,28032,"LADERA DE LOS ALMENDROS, 000002"
248591,192,Valdebernardo,19,Vicálvaro,447147.9,4472792.37,40.40406613,-3.62285404,CALLE,LADERA DE LOS ALMENDROS,2,28032,"LADERA DE LOS ALMENDROS, 000002"
248594,192,Valdebernardo,19,Vicálvaro,447148.75,4472792.26,40.4040652,-3.62284402,CALLE,LADERA DE LOS ALMENDROS,2,28032,"LADERA DE LOS ALMENDROS, 000002"
248675,192,Valdebernardo,19,Vicálvaro,447443.68,4472894.53,40.40500518,-3.61937695,BULEVAR,INDALECIO PRIETO,3,28032,"BVAR INDALECIO PRIETO, 000003"
248797,133,Palomeras Bajas,13,Puente de Vallecas,443975.88,4471399.41,40.39131014,-3.66011097,CALLE,PAYASO FOFO,7,28018,"PAYASO FOFÓ, 000020"
248799,136,Numancia,13,Puente de Vallecas,444375.25,4472616.28,40.40229919,-3.65551194,CALLE,MARISMAS,14C,28038,"MARISMAS, 000014  C"
249398,133,Palomeras Bajas,13,Puente de Vallecas,443990.46,4470283.15,40.38125518,-3.65984105,AVENIDA,PABLO NERUDA,89B,28018,"AVDA PABLO NERUDA, 000089  B"
249400,133,Palomeras Bajas,13,Puente de Vallecas,443989.96,4470283.6,40.3812592,-3.65984698,AVENIDA,PABLO NERUDA,89B,28018,"AVDA PABLO NERUDA, 000089  B"
254784,182,Santa Eugenia,18,Villa de Vallecas,448327.48,4470836.92,40.38652416,-3.60879494,AVENIDA,SANTA EUGENIA,1,28031,"AVDA SANTA EUGENIA, 000001"
