PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
4676;"Centro Deportivo Municipal Entrevías";"";"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes: de 8:30 a 14,30 y de 14:45 a 20:30 horas.  Sabádos, domingos y festivos: de 8:30 a 14,30 horas.     Cierre completo del centro      Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas    Pre infantiles  actividad física y juegos, matrogimnasia, matronatación y natación peques.  Infantiles (edad, según modalidades): natación, fútbol, hábitos saludables,  polideportiva, pretenis, tenis y voleibol.  Jóvenes y personas adultas: acondicionamiento de nadadores, combinada (acuagim-fitness, natación-pilates), fitness, fútbol, hábitos saludables, natación, natación embarazadas, pilates y tenis.  Mayores 65 años: acondicionamiento físico, hábitos saludables, natación y pilates.  Personas con discapacidad: natación.  Programa deportivo en la calle:  caminar por Madrid.    Equipamientos     Superficie total de las instalaciones:  41.800 metros cuadrados.  Unidades deportivas al aire libre: 1 campo de fútbol (de césped artificial), piscina (vaso de 50 metros y vaso infantil), 2 pistas de tenis, rocódromo y tenis de mesa.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 metros y vaso de enseñanza), 1 pista polideportiva, 2 salas multiusos y sala de musculación.  Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.  Ayuda técnica para la accesibilidad:  1 ascensor y 1 grúa de piscina.  Columna de rescate cardíaco.";"Bus: 24, 102, 103, 111.  Renfe: Asamblea de Madrid - Entrevías.  Bicicleta:  El centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e57b0c40971c010VgnVCM1000000b205a0aRCRD";"SUR";"RONDA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"442741";"4469977";"40.378413212706285";"-3.674532317137481";"917 854 214";"";"idmentrevias@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
6486044;"Centro Deportivo Municipal Escuelas de San Antón";"";"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 7 a 22,30 horas. Sábados, de 8 a 20,30 horas. Domingos y festivos, de 9 a 18,30 horas.   Cierre completo del centro   Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas    Pre infantiles: (0 a 3 años) natación.  Infantiles (edad, según modalidades): natación.  Personas jóvenes y adultas: gimnasia acuática (acuagim), natación, natación de compensación y natación embarazadas.  Mayores 65 años: gimnasia acuática (acuagim) y natación.  Actividades para personas con discapacidad física: natación.  Actividades para personas con discapacidad Intelectual:   natación.     Equipamientos    Superficie total de las instalaciones:   Planta tercera: 971,29 metros cuadrados. Planta cuarta: 976,21 metros cuadrados. Entreplanta cuarta: 291,28 metros cuadrados.     Unidades deportivas cubiertas:  piscina (vaso de 25 metros y vaso de enseñanza), sala musculación y  zona spa.  Solárium.   Ayudas técnicas para la accesibilidad:  1 ascensor y 1 grúa de piscina.    Columna de rescate cardíaco.";"Bus: 3.  Metro: Chueca y Tribunal.  Bicicleta:   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f9aad5078828310VgnVCM1000000b205a0aRCRD";"FARMACIA";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"440704";"4475035";"40.42382670120857";"-3.699010103263697";"918 289 006";"";"info@cdmescuelassananton.com";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
10663007;"Centro Deportivo Municipal Estadio de Atletismo Vallehermoso";"El estadio dispone de una pista con 8 calles y 400 metros de cuerda, con curvas  de  un  solo  radio  de  36,5 metros  y pavimentación  con  material  sintético; graderío, parcialmente cubierto, para 10.000 espectadores, todos sentados; y una recta cubierta de entrenamiento de 75 x 12 metros, que es una de las principales señas de identidad características de este nuevo equipamiento, por su ubicación sobre las gradas y su peculiar arquitectura. El nuevo &amp;ldquo;templo&amp;rdquo; del atletismo al aire libre albergará grandes competiciones nacionales e internacionales, así como todas las pruebas federadas y municipales de carácter local, además de disponer de escuelas de promoción de este deporte.";"Horario de uso de las instalaciones deportivas: De lunes a domingo de 8:30 a 21:30 horas.";"También cuenta con 9 calles en la recta de tribuna, una recta de 110 metros y 2 colas sobresaliendo del anillo; &amp;ldquo;calle 10&amp;rdquo; de césped artificial, exterior al anillo de la pista, para rodadores de fondo; dotación de pasillos dobles para concurso de saltos, pasillos y círculos de lanzamientos sobre un campo interior de césped natural y, como es lógico, control de accesos, oficinas, vestuarios, almacenes, salas técnicas y aseos y demás equipamientos para la práctica de la competición de atletismo al aire libre.";"Metro: Canal (L2, L7), Guzmán el Bueno (L6, L7), Islas Filipinas (L7), Ríos Rosas (L1)  Bus: 2, 12, 44, N21  Bicicleta:  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones";"";"0,5,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=10c0f41a5b442610VgnVCM2000001f4a900aRCRD";"MELQUIADES ALVAREZ";"CALLE";"V";"19";"";"";"";"esquina con calle Jesús Maestro";"Madrid";"";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439737";"4477081";"40.44220302362995";"-3.7105841985334544";"914 804 751 - 915 132 774";"";"estadiovallehermoso@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte"
4728;"Centro Deportivo Municipal Estanque del Retiro";"";"Horario: de lunes a domingo de 10 a 14 horas y de 15:15 horas hasta la puesta de sol.  Cierres: entre las 17:15 y las 20:30 horas, en función de la época del año (ver fechas y horarios detallados en más información).  Cierre completo del centro: días 24, 25 y 31 de diciembre y 1 de enero.";"Deportes practicables: pirag&amp;uuml;ismo y remo (recreativo y deportivo).  Uso de espacios deportivos: barcas de recreo.   Equipamientos     Superficie total de las instalaciones:  37.000 metros cuadrados.   Unidades deportivas al aire libre:  estanque, barcas de paseo y remo.  Ayudas técnicas para la accesibilidad:   instalación adaptada.    Columna de rescate cardíaco.";"Metro: Retiro e Ibiza.  Bus: 1, 2, 9, 15, 19, 20, 28, 51, 52, 74, 146, 152 y 202.  Renfe: Recoletos.   Bicicleta:   servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"Información y reservas:   Las barcas del estanque del Retiro se pueden reservar a través de la taquilla del propio centro deportivo municipal.  Fechas y horarios de cierre de taquilla:   Desde el 4 de enero hasta el 24 de enero el horario de cierre de taquilla es a las 17,30 horas.   Desde el 25 de enero hasta el 7 de febrero el horario de cierre de taquilla es a las 17,45 horas.   Desde el 8 de febrero hasta el 21 de febrero el horario de cierre de taquilla es a las 18,00 horas.   Desde el 22 de febrero hasta el 7 de marzo el horario de cierre de taquilla es a las 18,15 horas.   Desde 8 de marzo hasta el 21 de marzo el horario de cierre de taquilla es a las 18,30 horas.   Desde el 22 de marzo hasta el 29 de marzo el horario de cierre de taquilla es a las 18,45 horas.   Desde el 30 de marzo hasta el 11 de abril el horario de cierre de taquilla es a las 19,45 horas.   Desde el 12 de abril hasta el 25 de abril el horario de cierre de taquilla es a las 20,00 horas.   Desde el 26 de abril hasta el 9 de mayo el horario de cierre de taquilla es a las 20,15 horas.   Desde el 10 de mayo hasta el 22 de agosto el horario de cierre de taquilla es a las 20,30 horas.   Desde el 23 de agosto hasta el 5 de septiembre el horario de cierre de taquilla es a las 20,15 horas.   Desde el 06 de septiembre hasta el 12 de septiembre el horario de cierre de taquilla es a las 20,00 horas.   Desde el 13 de septiembre hasta el 19 de septiembre el horario de cierre de taquilla es a las 19,45 horas.   Desde el 20 de septiembre hasta el 26 de septiembre el horario de cierre de taquilla es a las 19,30 horas.   Desde el 27 de septiembre hasta el 10 de octubre el horario de cierre de taquilla es a las 19,15 horas.   Desde el 11 de octubre hasta el 17 de octubre el horario de cierre de taquilla es a las 19,00 horas.   Desde el 18 de octubre hasta el 25 de octubre el horario de cierre de taquilla es a las 18,45 horas.   Desde el 26 de octubre hasta el 7 de noviembre el horario de cierre de taquilla es a las 17,45 horas.   Desde el 08 de noviembre hasta el 21 de noviembre el horario de cierre de taquilla es a las 17,30 horas.   Desde el 21 de noviembre hasta el 03 de enero el horario de cierre de taquilla es a las 17,15horas.";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6487b0c40971c010VgnVCM1000000b205a0aRCRD";"COLOMBIA";"PASEO";"V";"2";"";"";"";"";"MADRID";"MADRID";"28009";"5";"LOS JERONIMOS";"3";"RETIRO";"441930";"4474426";"40.418436005960814";"-3.6845031319515718";"915 744 024                      
915 571 994";"";"idmretiro@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Embarcaderos"
4622862;"Centro Deportivo Municipal Fabián Roncero";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, le rogamos lo consulten con el propio centro.    Horario de taquilla   De lunes a viernes: de 7 a 23 horas. Sábados: de 9 a 20 horas. Domingos y festivos: de 9 a 15 horas.   Cierre completo del centro    Días 25 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas    Pre infantiles (0 a 3 años):  matronatación y natación. Infantiles (edad, según modalidades): actividad física y juegos, aeróbic, natación, natación sincronizada, salvamento acuático y waterpolo.  Personas jóvenes y adultas:  acondicionamiento nadadores, aeróbic, carrera acuática (acuarunning), ciclo sala, combinada/compensación, gimnasia acuática (acuagim), gimnasia suave, gap (glúteos, abdomen, piernas), entrenamiento funcional (suspensión, hit, trx), estiramientos/relax, fitness, fitness acuático, natación, natación embarazadas y  pilates.    Mayores 65 años: actividad física, gimnasia acuática (acuagim), gimnasia suave y natación.    Actividades para personas con discapacidad física: natación.     Actividades para personas con discapacidad intelectual: natación.    Solárium.      Equipamientos          Superficie  total de las instalaciones  4.400 metros cuadrados.     Unidades deportivas cubiertas:piscina (vaso de 25 metros y vaso de enseñanza), sala multiusos, sala multiusos (cardio), sala multiusos (ciclo sala) y sala de musculación.  Columna de rescate cardíaco.";"Bus: 77.  Metro: Canillejas.  Bicicleta:   El centro dispone de aparcabicicletas exterior con capacidad para 25 bicicletas. Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=887e306502624110VgnVCM1000000b205a0aRCRD";"SEPTIMA";"AVENIDA";"V";"68";"";"";"";"";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"449327";"4477838";"40.44965684114441";"-3.597577201182505";"917 462 995";"";"recepcionfr@thinkingup.fitness";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
120275;"Centro Deportivo Municipal Faustina Valladolid (antiguo Valdebernardo)";"";"Horario de uso de las instalaciones deportivas          Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a domingo, de 9 a 20,30 horas. Festivos:  Lunes  a viernes, cerrado. Sábados y domingos, de 9 a 20,30 horas.     Cierre completo del centro   Festivos, y fines de semana del mes agosto, y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas    Pre-Infantiles: actividad física y juegos, matronatación y (2 y 3 años) natación.  Infantiles baloncesto, fútbol, gimnasia rítmica, karate, natación, pádel, salvamento acuático, tenis y pre-tenis.  Jóvenes y personas adultas acuapilates, aerofitness, aquapilates/natación salud, carrera acuática, carrera acuática/natación, ciclo sala, fitness, fitness acuático, gim-jazz fitness, karate, natación, pádel, pilates,  salvamento acuático y tenis.    Mayores de 65 años: acondicionamiento físico deportivo, acuapilates,  baile estiramientos/relax, gimnasia acuática (acuagim), natación y pilates (iniciación).  Actividades para personas con discapacidad física: natación (infantil y adulto).  Actividades para personas con discapacidad intelectual (de 6 a 64 años, según modalidades): baloncesto (mayores de 12 años),  pádel (infantil y adulto).  Actividades para personas con discapacidad sensorial (sordos): natación (mayores de 16 años), pádel (mayores de 16 años) y voleibol.   Equipamientos    Superficie total de las instalaciones: 47.000 metros cuadrados.  Unidades deportivas al aire libre: campo de fútbol (de césped artificial), 2 campos de fútbol 7 (de césped artificial), 10 pistas de pádel y 9 pistas de tenis.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (1 vaso de 25 m. y 1 vaso de enseñanza), sala de esgrima,sala de musculación y 2 salas multiusos.   Ayuda técnica para la accesibilidad: 1 ascensor y 2 grúas de piscina.  Columna de rescate cardíaco.";"Metro: Valdebernardo.  Bus:   8 , 71 , 130.    Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"";"1,5,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a64f79262ef5d010VgnVCM1000000b205a0aRCRD";"LADERA DE LOS ALMENDROS";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"447145";"4472806";"40.40418961057298";"-3.622901144863193";"917 723 591";"";"idmvaldebernardo@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
4703;"Centro Deportivo Municipal Fernando Martín";"";"Horario de uso de las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla De lunes a viernes, de 8,30 a 20,30 horas.Sábados, domingos y festivos (primeros y últimos de mes), de 8,30 a 14,30 horas.  Cierre completo del Centro: el mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas    Pre infantiles: (4 y 5 años) actividad física y juegos, y natación.  Infantiles  (edad, según modalidades)  : baloncesto, natación, salvamento acuático, pretenis y tenis.    Personas jóvenes y adultas:   aeróbic, bailes, baloncesto, gimnasia acuática (acuagim), fitness, fitness acuático, natación, natación de compensación, natación embarazadas, pilates y tenis.    Mayores 65 años   : acondicionamiento físico, gimnasia acuática (acuagim), natación y pilates.     Programa deportivo en la calle:  caminar por Madrid.    Equipamientos    Superficie total de las instalaciones: 11.200 metros cuadrados.  Unidades deportivas al aire libre:   pista polideportivo, 2 pistas de tenis y 4 pistas de pádel.        Unidades deportivas cubiertas:  pabellón polideportivo, piscina (vaso de 25 metros), sala multiusos y sala de musculación.      Oficina de promoción deportiva: juegos deportivos municipales, torneos y circuitos municipales y copas de primavera información sobre escuelas de promoción deportiva.  Columna de rescate cardíaco.";"Metro: Francos Rodríguez.  Bus:  44, 64, 126, 127, 132.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=baa7b0c40971c010VgnVCM1000000b205a0aRCRD";"SANTO ANGEL DE LA GUARDA";"AVENIDA";"V";"6";"";"";"";"";"MADRID";"MADRID";"28039";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"439619";"4479162";"40.460935404623164";"-3.7121918299288628";"914 507 344 - 914 505 530";"";"idmfmartin@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
4623547;"Centro Deportivo Municipal Francisco Fernández Ochoa";"";"Horario de taquilla      De lunes a viernes: de 8 a 21 horas. Sábados, domingos y festivos: de 8 a 20 horas.   Horario de uso de las instalaciones deportivas Para saber el horario de apertura de la distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Cierre completo del centro    Días 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre.  La piscina permanecerá cerrada del 1 al 31 de agosto.";"Clases y escuelas deportivas    Preinfantiles:  matronatación, natación peques, educación física de base (polideportiva).   Infantiles  (edad, según modalidades) : aeróbic/bailes, bailes, baloncesto, fútbol, gimnasia rítmica, hockey patines, judo, natación, natación deportiva, natación sincronizada, patinaje, educación física de base (polideportiva), tenis y voleibol.    Jóvenes y adultos  (jóvenes 15 a 26 años- adultos 27 a 64 años): acondicionamiento físico/total training, aeróbic/step, aeróbic/zumba, bailes, ciclo sala, combinada/compensación, defensa personal, entrenamiento funcional (suspensión, hit, trx), fitness cross, fitness/body attack, fitness/body contact, gimnasia suave/body balance, fútbol, natación, natación de compensación, natación deportiva, natación embarazadas, pádel, patinaje, pilates, tenis, tonificación/bodypump, tonificación/grit series, triatlón, triatlón swimmers.    Mayores 65 años : actividad acuática, actividad física /en forma sénior, gimnasia acuática (acuagim/acua sénior), natación, pilates sénior.   Personas con discapacidad : actividad acuática, natación para personas con daño cerebral adquirido, pádel adaptado.    Programa deportivo en la calle:   triatlón runners.    Equipamientos    Superficie total de las instalaciones: 7.706,41 metros cuadrados  Unidades Deportivas al aire libre: 2 campos de fútbol 7 (césped artificial), pista de hockey patines y patinaje techada, 8 Pistas de pádel,y  6 Pistas de tenis.  Unidades Deportivas cubiertas: pabellón polideportivo, piscinas con solárium ( (vaso de 50 metros distribuido en calles de 25 metros y vaso de enseñanza), 3 salas multiusos, sala de musculación.  Ayudas técnicas para la accesibilidad: 2 ascensores y 2 grúas de piscina.  Servicio de Medicina Deportiva: fisioterapia del deporte.";"Metro: La Peseta , San Francisco  Bus: 108 , 155  Bicicleta:  El centro dispone de aparcabicicletas interior con capacidad para 15 bicicletas.";"Consulta listado de actividades:   Presencialmente: en el centro deportivo municipal  donde se desarrolla la actividad que se solicita, y dentro de los plazos establecidos.  En linea:  a través de Deportes/web y descargándote la app Avisos Madrid, a través de uno de los siguientes enlaces.  Para Android, a traves de Google Play  Para iOs, a través de Apple Store";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aea1249dbda24110VgnVCM1000000b205a0aRCRD";"CATORCE OLIVAS";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28054";"6";"BUENAVISTA";"11";"CARABANCHEL";"437097";"4468625";"40.36581776978113";"-3.740893980533789";"915 883 623 
915 883 731";"";"idmffochoa@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
4623697;"Centro Deportivo Municipal Fuente del Berro";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla     De lunes a domingo, de 9 a 14 y de 17 a 21 horas    Cierre completo del centro    Días 24, 25 de diciembre,31 y 1 de enero y 1 de mayo.";"Clases y escuelas deportivas    Pre-infantiles (4-5 años) natación peques.  Infantiles: (de 6 a 14 años, según modalidades): aeróbic, baile moderno, judo y natación.  Jóvenes y personas adultas (de 15 a 64 años): acondicionamiento físico, aeróbic, aerobic/zumba, ciclo sala, fitness, fitness - body pump, gap (glúteos, abdomen, piernas), judo, natación, natación salud, natación embarazadas, pilates, yoga y tonificación.   Mayores 65 años: actividad física, gimnasia acuática, pilates y natación.    Personas con discapacidad: natación.     Actividades para personas con discapacidad física: natación (todos los grupos de edad).       Equipamientos      Superficie total de las instalaciones: 2.845,79 metros cuadrados.  Unidades deportivas cubiertas: piscina (vaso de 25 metros), sala multiusos (actividades), sala multiusos (ciclo) y sala de musculación.   Solárium.       Accesibilidad:  1 ascensor y 1 grúa de piscina.          Columna de rescate cardíaco.";"Metro: O'Donnell  Bus: 2 , 28 , 30 , 56 , 71 , 143 , C.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 8 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4a2318c05b24110VgnVCM1000000b205a0aRCRD";"ELVIRA";"CALLE";"V";"36";"";"";"";"";"MADRID";"MADRID";"28028";"3";"FUENTE DEL BERRO";"4";"SALAMANCA";"443566";"4474779";"40.42171956854877";"-3.6652515154670167";"915 881 369";"";"idmfuentedelberro@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
124194;"Centro Deportivo Municipal Félix Rubio";"";"Horario de uso  de las instalaciones deportivas Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De 9 a 20,30 horas, de lunes a domingo.   Cierre completo del centro   Mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas y deportivas    Infantiles: escuelas en colaboración de fútbol, balonmano y gimnasia rítmica.    Jóvenes y personas adultas: escuelas en colaboración de fútbol, balonmano y gimnasia rítmica, clases de acondicionamiento físico general, tonificación, corrección postural dentro del programa Gimnasia Salud.   Mayores 65 años:   acondicionamiento físico.     Equipamientos    Superficie total de las instalaciones: 8.630 metros cuadrados.   Unidades Deportivas al aire libre:  bloque de escalada, campo de fútbol (césped artificial, convertible en 2 campos de fútbol 7), frontón corto, 2 pistas de baloncesto 3 x 3, 4 pistas de frontenis, pista de fútbol 5 x 5, 2 pistas de fútbol 1 x 1 (pistas pana), y pista polideportiva.  Unidades deportivas cubiertas:  pabellón polideportivo, rocódromo y sala de cardiovascular.    Oficina de promoción deportiva:   responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.";"Bus: 22, 23, 59, 79, 85 123, 130.  Metro: Ciudad de los Angeles.  Renfe: Villaverde Bajo.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=330d79262ef5d010VgnVCM1000000b205a0aRCRD";"ALIANZA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28041";"4";"LOS ROSALES";"17";"VILLAVERDE";"441281";"4467659";"40.357429678675295";"-3.691528804696943";"913 180 435";"";"idmfrubio@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Rocodromo"
4698;"Centro Deportivo Municipal Gallur";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes: de 8,45 a 20,30 horas. Sábados, domingos y festivos: de 8,45 a 14,30 horas.  Por organización del servicio, se cierra los sábados, domingos y festivos de 9,45 a 10,15 horas.  Cierre completo del centro   Mes de agosto, días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas  deportivas    Pre-Infantiles (0 a 3 años):  matronatación y natación.  Infantiles: baloncesto, balonmano, fútbol, gimnasia artística, gimnasia rítmica, natación, natación sincronizada, polideportiva, salvamento acuático, pre-tenis y tenis.  Personas jóvenes y adultas: (15 a 64 años): aero gap, bailes, ciclo sala fitness, combinada (fitness/gap), gimnasia acuática (acuagim), natación, natación de compensación, salud,  pádel, pilates, tenis y tonificación.  Polideportivo (infantil), pádel (jóvenes y adultos), pádel en silla de ruedas (adultos).  Mayores de 65 años : acondicionamiento físico, combinada (acondicionamiento físico musical/pilates), gimnasia acuática  /acuagim) y natación.  Actividades para personas con discapacidad física: natación (infantil y adulta).   Equipamientos     Superficie total de las instalaciones: 63.896 metros cuadrados.    Unidades deportivas al aire libre: frontón largo, 14 pistas de tenis y 12 pistas de pádel.    Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 metros y vaso de enseñanza), sala de musculación y sala multiusos (ciclo sala).    Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.    Ayudas técnicas a la accesibilidad: 2 ascensores y 1 grúa de piscina.    Columna de rescate cardíaco.";"Metro: Carpetana, Laguna. Bus: 17 y 25. Renfe: Laguna.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 8 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d92d79262ef5d010VgnVCM1000000b205a0aRCRD";"GALLUR";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28047";"1";"LOS CARMENES";"10";"LATINA";"437595";"4472245";"40.398474762124025";"-3.735371180736436";"915 089 401
915 251 059";"";"idmgallur@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
