register_id,name,created,modified,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon
﻿99400032112,Aparcament Ciutat De Teatre,2003-01-16T08:52:07+01:00,2018-12-21T15:42:17+01:00,133605,C França Xica,35,,11,El Poble-sec,3,Sants-montjuïc,8004,Barcelona,True,206450,20001,Telèfons,Tel.,934246160,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,429545.81313342473,4580408.920022787,41.37211368215284,2.1575201184301034
﻿93245160935,Aparcament  Saba Diputació,1993-09-02T00:00:00+02:00,2024-10-11T12:30:48.972917+02:00,100800,C Diputació,287,,7,La Dreta De L'eixample,2,Eixample,8009,Barcelona,True,175093,20005,Telèfons,Atenció al client,662418060,True,Whatsapp,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,430507.75732726906,4582591.505920375,41.391855189205266,2.1687714242930265
﻿92086038542,Aparcament Bamsa Paral·lel  *plaça Raquel Meller,1992-03-02T00:00:00+01:00,2024-09-03T18:55:01.700917+02:00,500,C Abat Safont,1,,1,El Raval,1,Ciutat Vella,8001,Barcelona,True,171892,20001,Telèfons,Tel.,902283080,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,430581.5729879277,4580759.170817762,41.3753582904812,2.1698642049927455
﻿98303095028,Aparcament  Saba Joan Güell,1998-10-30T00:00:00+01:00,2024-10-11T12:34:42.267723+02:00,172403,C Joan Güell,250,,19,Les Corts,4,Les Corts,8028,Barcelona,True,201215,20005,Telèfons,Atenció al client,662418060,True,Whatsapp,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,427158.10297346866,4582169.931328663,41.38776184859274,2.128759712013643
﻿98096134801,Aparcament Cotxeres De Sarria,1998-04-06T00:00:00+02:00,2015-02-23T13:54:33+01:00,193108,Pg Manuel Girona,77,,23,Sarrià,5,Sarrià-sant Gervasi,8034,Barcelona,True,200753,20001,Telèfons,Tel.,932802740,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,427197.2214787855,4582698.889176118,41.392529493456195,2.129163968172672
﻿2059101256,Aparcament Francesc Layret,2002-02-28T00:00:00+01:00,2015-02-23T13:58:58+01:00,174307,Via Júlia,95,,51,Verdun,8,Nou Barris,8042,Barcelona,True,135346,20001,Telèfons,Tel.,933593956,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,431283.18565514917,4588155.5648392495,41.442035374828976,2.177413673469187
﻿99400162209,Aparcament De Bicicletes Parking Bike,2006-06-15T12:19:09+02:00,2016-10-13T10:17:32+02:00,158300,C Hostal D'en Sol,1,,2,El Barri Gòtic,1,Ciutat Vella,8002,Barcelona,True,216186,20001,Telèfons,Tel.,933150407,True,,63736072,Aparcament amb places per bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Aparcament amb places per bicicletes,651,65103010005004,431433.21455603366,4581495.906800359,41.38206687885175,2.1799641488047112
﻿93245161050,Aparcament Saba Pau Casals,1993-09-02T00:00:00+02:00,2024-10-11T13:12:22.244524+02:00,143507,Av Pau Casals,14,,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8021,Barcelona,True,175102,20005,Telèfons,Atenció al client,662418060,True,Whatsapp,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,428372.1260346317,4582820.140244136,41.39372705052941,2.1432018187223183
﻿98055171145,Aparcament Hospital Clínic,1998-02-24T00:00:00+01:00,2024-10-11T13:03:37.918945+02:00,70607,C Casanova,148,,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,Barcelona,True,199411,20001,Telèfons,Tel.,933223804,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,429267.5574354576,4582331.0042048935,41.38940083048422,2.1539687838019392
﻿99400236540,Aparcament Bilbao - Llull,2009-11-18T14:22:31+01:00,2015-02-23T13:05:46+01:00,42306,C Bilbao,24,,68,El Poblenou,10,Sant Martí,8005,Barcelona,True,222951,20005,Telèfons,Atenció al client,933097755,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,433538.6536445802,4583732.376400596,41.40238689007209,2.204896714047769
﻿97296093446,Aparcament Plaça De Les Arts,1997-10-23T00:00:00+02:00,2015-02-23T14:09:00+01:00,238400,C Padilla,159,,5,El Fort Pienc,2,Eixample,8013,Barcelona,True,198741,20001,Telèfons,Tel.,932451093,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,431832.33527080645,4583494.3923821645,41.40010057699229,2.1845121120785893
﻿95075101412,Aparcament Maragall,1995-03-16T00:00:00+01:00,2015-02-23T14:02:52+01:00,194406,Pg Maragall,54,,64,El Camp De L'arpa Del Clot,10,Sant Martí,8041,Barcelona,True,184526,20001,Telèfons,Tel.,934351039,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,431522.34491984674,4585278.313924215,41.41614143901906,2.1806022091290447
﻿92351095954,Aparcament De Sant Genís - Vall D'hebron,1992-12-16T00:00:00+01:00,2025-02-11T13:29:33.035467+01:00,352507,Pg Vall D'hebron,138,,41,La Vall D'hebron,7,Horta-guinardó,8035,Barcelona,True,173444,20001,Telèfons,Tel.,934284403,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,428450.91048769496,4586495.761422585,41.42683886790188,2.1437095047319734
﻿92086026155,Aparcament Torrent De L'olla,1990-02-20T00:00:00+01:00,2015-02-23T14:13:12+01:00,208001,C Torrent De L'olla,221,,31,La Vila De Gràcia,6,Gràcia,8012,Barcelona,True,167584,20001,Telèfons,Tel.,932180942,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,429064.7589890788,4584311.7778414,41.40722305485605,2.1513113019015346
﻿92118083746,Aparcament  Saba Gràcia I (diagonal/ Jardinets),1992-04-27T00:00:00+02:00,2024-10-11T12:32:03.761659+02:00,148307,Pg Gràcia,112,,31,La Vila De Gràcia,6,Gràcia,8008,Barcelona,True,171073,20005,Telèfons,Atenció al client,662418060,True,Whatsapp,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,429733.3887318446,4583173.244085132,41.397027420081876,2.15944229796113
﻿92086038544,Aparcament Ferran Casablancas,1992-03-02T00:00:00+01:00,2015-02-23T13:57:46+01:00,169500,C Josep Balari,9,,25,Sant Gervasi - La Bonanova,5,Sarrià-sant Gervasi,8022,Barcelona,True,171311,20001,Telèfons,Tel.,934179356,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,427561.8607207689,4583694.295544649,41.40152762909788,2.1334060660078245
﻿93245155333,"Aparcament Saba Gran Via Ii   (pg De Gràcia,  Gran Via-aragó)",1993-09-02T00:00:00+02:00,2024-10-11T13:10:43.548629+02:00,148307,Pg Gràcia,32,,7,La Dreta De L'eixample,2,Eixample,8007,Barcelona,True,175096,20005,Telèfons,Atenció al client,662418060,True,Whatsapp,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,430367.1687165006,4582481.05896905,41.39084827025503,2.1671026474952755
﻿93245161339,Aparcament Saba Lluís Companys,1993-09-02T00:00:00+02:00,2024-10-11T13:11:31.772627+02:00,359109,Pg Lluís Companys,21,,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,Barcelona,True,175140,20005,Telèfons,Atenció al client,662418060,True,Whatsapp,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,431436.6303223587,4582479.642201422,41.39092738748949,2.179893663641707
﻿99400180604,Aparcament Del Parc De Recerca Biomèdica,2007-04-11T14:28:25+02:00,2015-02-23T13:56:48+01:00,700813,C Doctor Aiguader,88,,3,La Barceloneta,1,Ciutat Vella,8003,Barcelona,True,218279,20001,Telèfons,Tel.,932216073,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,432611.9060206193,4581874.531342249,41.38557664189982,2.1940174451357706
﻿99400264195,Aparcament Cardenal Sentmenat-vergòs,2011-02-07T12:53:39+01:00,2015-02-23T13:07:21+01:00,65301,C Cardenal Sentmenat,8,,23,Sarrià,5,Sarrià-sant Gervasi,8017,Barcelona,True,223214,20005,Telèfons,Atenció al client,934092021,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,426906.2641770422,4583294.675301351,41.39786909128066,2.125612134584967
﻿99400199744,Aparcament Plaça Navas,2008-02-06T09:53:45+01:00,2015-02-23T14:10:17+01:00,226309,Pl Navas,3,,11,El Poble-sec,3,Sants-montjuïc,8004,Barcelona,True,219012,20005,Telèfons,Atenció al client,933299474,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,429704.67453792936,4580650.5806966135,41.37430413382113,2.1593915397546
﻿99400263228,Aparcament Mitre-putget,2011-01-19T11:23:01+01:00,2015-02-23T14:06:02+01:00,143904,Rda General Mitre,203,,27,El Putxet I El Farró,5,Sarrià-sant Gervasi,8023,Barcelona,True,223284,20005,Telèfons,Atenció al client,934092021,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,428333.9071289692,4584121.291544864,41.40544259696183,2.14259068047627
﻿92086026151,Aparcament Moll De La Fusta,1990-02-20T00:00:00+01:00,2015-02-23T14:06:50+01:00,82901,Pg Colom,1,,2,El Barri Gòtic,1,Ciutat Vella,8002,Barcelona,True,167581,20001,Telèfons,Tel.,932215015,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,431612.5028429469,4581348.316277165,41.38075283177886,2.1821248231432664
﻿92086026152,Aparcament Rius I Taulet,1990-02-20T00:00:00+01:00,2015-02-23T14:12:05+01:00,278200,Av Reina Maria Cristina,16,,11,El Poble-sec,3,Sants-montjuïc,8004,Barcelona,True,167582,20001,Telèfons,Tel.,934235361,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,429010.6393432119,4580385.195142438,41.37185297387243,2.151124045205039
﻿92086026154,Aparcament Bamsa Plaça Del Sol,1990-02-20T00:00:00+01:00,2024-09-03T18:55:09.141281+02:00,326904,Pl Sol,5,,31,La Vila De Gràcia,6,Gràcia,8012,Barcelona,True,167440,20001,Telèfons,Tel.,902283080,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,429507.3228268185,4583659.021299808,41.401382852351496,2.1566817264215596
﻿99400274487,Aparcament Illa Borbó,2011-07-15T14:49:55+02:00,2015-02-23T14:00:58+01:00,274505,C Ramon Albó,77,,44,Vilapicina I La Torre Llobeta,8,Nou Barris,8016,Barcelona,True,224736,20005,Telèfons,Atenció al client,934092021,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,431236.0634390198,4586555.771415305,41.42762260032393,2.177031671675886
﻿99400109894,Aparcament Plaça Del Fòrum,2005-05-02T14:02:55+02:00,2021-03-22T16:15:03.485860+01:00,701278,Passeig Del Taulat,272,278,69,Diagonal Mar I El Front Marítim Del Poblenou,10,Sant Martí,8019,Barcelona,True,212109,20001,Telèfons,Tel.,933561199,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,434914.89504974347,4584888.957389822,41.412916533778,2.221235370781124
﻿99400157871,Aparcament García Faria,2006-04-28T12:04:00+02:00,2021-03-22T16:13:45.247001+01:00,700892,Passeig De Garcia Fària,1,1,69,Diagonal Mar I El Front Marítim Del Poblenou,10,Sant Martí,8005,Barcelona,True,216565,20001,Telèfons,Tel.,933560917,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,434670.3355594915,4584195.923100325,41.4066547005395,2.2183842190261593
﻿99400032120,Aparcament  Bamsa Josep Tarradellas Ii,2003-01-16T09:24:57+01:00,2024-10-11T12:56:55.176766+02:00,162002,Av Josep Tarradellas,46,,9,La Nova Esquerra De L'eixample,2,Eixample,8029,Barcelona,True,205717,20005,Telèfons,Atenció al client,662418060,True,Whatsapp,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,428304.6809465802,4581616.357975808,41.38287903281645,2.1425376125220716
﻿99400233698,Aparcament  Bamsa València - Calàbria,2009-10-14T11:38:41+02:00,2024-10-11T12:59:21.564905+02:00,350308,C València,77,,9,La Nova Esquerra De L'eixample,2,Eixample,8015,Barcelona,True,222547,20005,Telèfons,Atenció al client,662418060,True,Whatsapp,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,429030.15987655503,4581697.301338936,41.383672384517254,2.151203803888976
﻿99400176822,Aparcament Plaça Joanic,2007-02-01T11:27:24+01:00,2015-02-23T14:09:47+01:00,112004,C Escorial,1,,31,La Vila De Gràcia,6,Gràcia,8024,Barcelona,True,217354,20001,Telèfons,Tel.,932846345,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,430008.5278577079,4584137.585736672,41.40573689831474,2.1626217913589194
﻿75990436303,Aparcament Boqueria,1997-06-21T00:00:00+02:00,2023-10-03T10:02:48.118818+02:00,140757,Pl Gardunya,1,,1,El Raval,1,Ciutat Vella,8001,Barcelona,True,153535,20001,Telèfons,Tel.,933028745,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,430651.87515694206,4581473.907855694,41.38180177344264,2.170623042190181
﻿99400157899,Aparcament Tanatori Les Corts-menéndez Pelayo,2006-04-28T13:17:43+02:00,2015-02-23T14:12:51+01:00,244209,Av Joan Xxiii,23,,20,La Maternitat I Sant Ramon,4,Les Corts,8028,Barcelona,True,216567,20001,Telèfons,Tel.,933397216,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,426568.9707910685,4581752.065278862,41.38394474316304,2.1217647149048084
﻿99400604454,Aparcament Travessera De Dalt - Park Güell,2018-07-25T10:11:32+02:00,2024-11-19T12:19:20.791883+01:00,344000,Trav Dalt,51,,30,La Salut,6,Gràcia,8024,Barcelona,True,232206,20005,Telèfons,Atenció al client,937608077,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,429323.3604255692,4584557.079503614,41.409455171095416,2.1543763077432083
﻿99400147898,Aparcament Concepción Arenal,2005-11-23T11:46:42+01:00,2015-02-23T13:09:47+01:00,86108,C Concepción Arenal,156,,61,La Sagrera,9,Sant Andreu,8027,Barcelona,True,215205,20001,Telèfons,Tel.,933406095,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,431801.8619885438,4586349.094543882,41.42580936907762,2.1838258120627536
﻿93173100908,Aparcament Marina Gràcia,1993-06-22T00:00:00+02:00,2015-02-23T14:03:20+01:00,197302,C Marina,345,,33,El Baix Guinardó,7,Horta-guinardó,8025,Barcelona,True,174617,20001,Telèfons,Tel.,934500449,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,430495.80605466303,4584473.902557608,41.408808263664085,2.1684123732108516
﻿92086029366,Aparcament Bamsa Avinguda Francesc Cambó  *mercat De Santa Caterina,1990-02-20T00:00:00+01:00,2024-09-03T18:54:19.055631+02:00,132952,Av Francesc Cambó,10,,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,Barcelona,True,167380,20001,Telèfons,Tel.,902283080,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,431204.50269414077,4581913.984673796,41.385812859200435,2.177181632189439
﻿92086026153,Aparcament Avinguda Gaudi,1990-02-20T00:00:00+01:00,2015-02-23T13:02:03+01:00,68900,C Cartagena,319,,6,La Sagrada Família,2,Eixample,8025,Barcelona,True,167583,20001,Telèfons,Tel.,934351746,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,431010.39501113177,4584694.100515905,41.41083584302845,2.1745434870906517
﻿94333141718,Aparcament  Bamsa Vilardell,1994-11-29T00:00:00+01:00,2024-10-11T13:00:11.107578+02:00,362602,C Vilardell,20,,15,Hostafrancs,3,Sants-montjuïc,8014,Barcelona,True,179465,20005,Telèfons,Atenció al client,662418060,True,Whatsapp,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,428311.58107487054,4580699.544926028,41.37462224787866,2.1427285730743764
﻿92086038504,Aparcament Bamsa Joseptarradellas I,1992-02-19T00:00:00+01:00,2024-09-03T18:54:47.075611+02:00,162002,Av Josep Tarradellas,139,,19,Les Corts,4,Les Corts,8029,Barcelona,True,171484,20001,Telèfons,Tel.,902283080,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,428395.46488617006,4582451.949841254,41.390412979536215,2.1435244930916197
﻿95075101607,Aparcament Mercat Sagrada Família,1995-03-16T00:00:00+01:00,2015-02-23T14:05:20+01:00,191204,C Mallorca,425,,6,La Sagrada Família,2,Eixample,8013,Barcelona,True,184527,20001,Telèfons,Tel.,934365155,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,431234.9399617458,4584050.133841076,41.40505509128825,2.177303061122395
﻿92178122019,Aparcament Hospital Del Mar,1992-06-26T00:00:00+02:00,2023-04-26T08:53:59.476120+02:00,197903,Passeig Marítim De La Barceloneta - Oriol Bohigas,23,,3,La Barceloneta,1,Ciutat Vella,8003,Barcelona,True,172686,20001,Telèfons,Tel.,932210500,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,432665.4765475348,4581636.269678139,41.38343516582271,2.1946845834907176
﻿2059101139,Aparcament Sant Andreu Teatre,2002-02-28T00:00:00+01:00,2018-12-21T15:51:39+01:00,216203,C Monges,2,,60,Sant Andreu,9,Sant Andreu,8030,Barcelona,True,135357,20001,Telèfons,Tel.,933114901,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,432155.5804513463,4586862.009616865,41.43045897216186,2.1880010354685666
﻿92086032234,Aparcament Bamsa Plaça Dels Àngels,1990-02-20T00:00:00+01:00,2024-09-03T18:55:15.790826+02:00,16408,C Àngels,1,,1,El Raval,1,Ciutat Vella,8001,Barcelona,True,167375,20001,Telèfons,Tel.,902283080,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,430450.0451105983,4581515.479408505,41.38215877369944,2.168204704594222
﻿99400172329,Aparcament Biciberg,2006-11-22T14:43:37+01:00,2021-03-22T16:09:07.629507+01:00,700892,Passeig De Garcia Fària,69,71,69,Diagonal Mar I El Front Marítim Del Poblenou,10,Sant Martí,8019,Barcelona,True,216292,20001,Telèfons,Tel.,933560917,True,,63736072,Aparcament amb places per bicicletes,Planol BCN >> Transports i serveis relacionats >> Bicis >> Aparcament amb places per bicicletes,651,65103010005004,434343.5377967423,4583874.927167503,41.403736943589706,2.214509524834235
﻿94279114400,Aparcament Litoral Port,1994-10-06T00:00:00+01:00,2015-02-23T14:02:17+01:00,700654,Av Litoral,34,,67,La Vila Olímpica Del Poblenou,10,Sant Martí,8005,Barcelona,True,178371,20001,Telèfons,Tel.,932210030,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,432982.5373546622,4582190.711330551,41.38845535745438,2.19841491644103
﻿99159121430,Aparcament Marina Port,1999-06-08T00:00:00+02:00,2015-02-23T14:03:41+01:00,197302,C Marina,13,,3,La Barceloneta,1,Ciutat Vella,8005,Barcelona,True,203432,20001,Telèfons,Tel.,932210014,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,432904.68514716276,4582011.40106483,41.38683386541593,2.197503686111532
﻿99400310380,Aparcament Rambla Poblenou,2013-01-30T13:59:59+01:00,2015-02-23T14:11:48+01:00,346800,Rbla Poblenou,130,,68,El Poblenou,10,Sant Martí,8018,Barcelona,True,224967,20005,Telèfons,Atenció al client,934092021,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,432908.56872244074,4583952.345130873,41.40431575391908,2.197335085345547
﻿92086026156,Aparcament Bamsa Gal·la Placídia,1990-02-20T00:00:00+01:00,2024-09-03T18:54:37.854963+02:00,138405,Pl Gal.La Placídia,2,,31,La Vila De Gràcia,6,Gràcia,8006,Barcelona,True,167439,20001,Telèfons,Tel.,902283080,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,429254.36334142997,4583388.241888078,41.39892182507823,2.153687478852798
﻿1185155556,Aparcament Porta De Sarrià,2001-07-04T00:00:00+02:00,2015-02-23T14:11:28+01:00,294604,C Salvador Mundí,17,,23,Sarrià,5,Sarrià-sant Gervasi,8017,Barcelona,True,132016,20001,Telèfons,Tel.,932801752,True,,63734068,Aparcaments,Planol BCN >> Transports i serveis relacionats >> Aparcaments >> Aparcaments,651,65103010003000,426718.5589539174,4583510.529155299,41.399796106993556,2.123340826311871
